Date	Time	X	Y	Z	r_KA	?????????? ?? ????	Vx	Vy	Vz	V_KA	??????? ?????
2021-Feb-02 09:17:57.593	116400	8589.74	-5769.34	-1094.64	10405.2	10405.2	0.421607	0.491901	0.266826	0.700653	Moon
2021-Feb-02 09:27:57.593	117000	8835.95	-5469.75	-933.729	10433.8	10433.8	0.399002	0.506569	0.26947	0.698877	Moon
2021-Feb-02 09:37:57.593	117600	9068.46	-5161.64	-771.363	10463	10463	0.375971	0.520332	0.271675	0.697071	Moon
2021-Feb-02 09:47:57.593	118200	9287.04	-4845.54	-607.805	10492.7	10492.7	0.352561	0.533181	0.273445	0.695236	Moon
2021-Feb-02 09:57:57.593	118800	9491.47	-4522	-443.316	10523	10523	0.328817	0.54511	0.274782	0.693376	Moon
2021-Feb-02 10:07:57.593	119400	9681.56	-4191.59	-278.152	10553.6	10553.6	0.304786	0.556114	0.275693	0.691494	Moon
2021-Feb-02 10:17:57.593	120000	9857.16	-3854.85	-112.569	10584.7	10584.7	0.280513	0.56619	0.276183	0.689591	Moon
2021-Feb-02 10:27:57.593	120600	10018.1	-3512.35	53.1842	10616.1	10616.1	0.256041	0.575338	0.276259	0.68767	Moon
2021-Feb-02 10:37:57.593	121200	10164.4	-3164.63	218.86	10647.9	10647.9	0.231414	0.58356	0.275928	0.685734	Moon
2021-Feb-02 10:47:57.593	121800	10295.8	-2812.26	384.218	10679.9	10679.9	0.206673	0.590858	0.275198	0.683785	Moon
2021-Feb-02 10:57:57.593	122400	10412.4	-2455.79	549.019	10712.1	10712.1	0.18186	0.597239	0.274076	0.681825	Moon
2021-Feb-02 11:07:57.593	123000	10514	-2095.76	713.033	10744.6	10744.6	0.157013	0.602708	0.272573	0.679858	Moon
2021-Feb-02 11:17:57.593	123600	10600.8	-1732.72	876.032	10777.1	10777.1	0.132171	0.607274	0.270696	0.677884	Moon
2021-Feb-02 11:27:57.593	124200	10672.6	-1367.21	1037.8	10809.8	10809.8	0.10737	0.610946	0.268455	0.675908	Moon
2021-Feb-02 11:37:57.593	124800	10729.7	-999.758	1198.11	10842.5	10842.5	0.0826474	0.613734	0.265861	0.67393	Moon
2021-Feb-02 11:47:57.593	125400	10771.8	-630.9	1356.76	10875.3	10875.3	0.0580358	0.61565	0.262923	0.671954	Moon
2021-Feb-02 11:57:57.593	126000	10799.3	-261.15	1513.55	10908	10908	0.0335687	0.616707	0.259652	0.66998	Moon
2021-Feb-02 12:07:57.593	126600	10812.2	108.98	1668.28	10940.7	10940.7	0.00927744	0.616919	0.256058	0.668013	Moon
2021-Feb-02 12:17:57.593	127200	10810.5	478.987	1820.76	10973.2	10973.2	-0.0148078	0.616301	0.252151	0.666053	Moon
2021-Feb-02 12:27:57.593	127800	10794.4	848.378	1970.8	11005.6	11005.6	-0.0386584	0.614868	0.247943	0.664103	Moon
2021-Feb-02 12:37:57.593	128400	10764.2	1216.67	2118.23	11037.9	11037.9	-0.0622467	0.612636	0.243445	0.662165	Moon
2021-Feb-02 12:47:57.593	129000	10719.8	1583.38	2262.88	11069.9	11069.9	-0.0855469	0.609621	0.238667	0.660241	Moon
2021-Feb-02 12:57:57.593	129600	10661.6	1948.06	2404.58	11101.6	11101.6	-0.108534	0.605842	0.23362	0.658333	Moon
2021-Feb-02 13:07:57.593	130200	10589.6	2310.25	2543.17	11133.1	11133.1	-0.131185	0.601316	0.228315	0.656443	Moon
2021-Feb-02 13:17:57.593	130800	10504.2	2669.49	2678.5	11164.2	11164.2	-0.153476	0.59606	0.222763	0.654573	Moon
2021-Feb-02 13:27:57.593	131400	10405.5	3025.38	2810.44	11194.9	11194.9	-0.175389	0.590094	0.216976	0.652725	Moon
2021-Feb-02 13:37:57.593	132000	10293.8	3377.47	2938.83	11225.3	11225.3	-0.196901	0.583435	0.210963	0.650901	Moon
2021-Feb-02 13:47:57.593	132600	10169.3	3725.36	3063.55	11255.2	11255.2	-0.217995	0.576104	0.204735	0.649103	Moon
2021-Feb-02 13:57:57.593	133200	10032.3	4068.66	3184.47	11284.6	11284.6	-0.238653	0.568119	0.198304	0.647332	Moon
2021-Feb-02 14:07:57.593	133800	9883.05	4406.98	3301.48	11313.5	11313.5	-0.258859	0.559499	0.191679	0.645591	Moon
2021-Feb-02 14:17:57.593	134400	9721.78	4739.94	3414.45	11341.9	11341.9	-0.278597	0.550263	0.18487	0.643881	Moon
2021-Feb-02 14:27:57.593	135000	9548.83	5067.17	3523.29	11369.7	11369.7	-0.297852	0.540431	0.177889	0.642204	Moon
2021-Feb-02 14:37:57.593	135600	9364.46	5388.34	3627.88	11396.9	11396.9	-0.316612	0.530021	0.170745	0.640562	Moon
2021-Feb-02 14:47:57.593	136200	9168.99	5703.09	3728.15	11423.4	11423.4	-0.334862	0.519054	0.163448	0.638956	Moon
2021-Feb-02 14:57:57.593	136800	8962.73	6011.1	3823.99	11449.3	11449.3	-0.352592	0.507548	0.156007	0.637389	Moon
2021-Feb-02 15:07:57.593	137400	8745.99	6312.04	3915.33	11474.5	11474.5	-0.369791	0.495522	0.148433	0.635861	Moon
2021-Feb-02 15:17:57.593	138000	8519.09	6605.62	4002.09	11498.9	11498.9	-0.386447	0.482995	0.140734	0.634375	Moon
2021-Feb-02 15:27:57.593	138600	8282.36	6891.54	4084.19	11522.6	11522.6	-0.402553	0.469986	0.132921	0.632932	Moon
2021-Feb-02 15:37:57.593	139200	8036.14	7169.51	4161.57	11545.6	11545.6	-0.418098	0.456513	0.125001	0.631534	Moon
2021-Feb-02 15:47:57.593	139800	7780.76	7439.27	4234.17	11567.7	11567.7	-0.433075	0.442595	0.116984	0.630182	Moon
2021-Feb-02 15:57:57.593	140400	7516.56	7700.54	4301.93	11588.9	11588.9	-0.447475	0.42825	0.108878	0.628878	Moon
2021-Feb-02 16:07:57.593	141000	7243.9	7953.09	4364.81	11609.4	11609.4	-0.461294	0.413496	0.100693	0.627623	Moon
2021-Feb-02 16:17:57.593	141600	6963.13	8196.66	4422.75	11628.9	11628.9	-0.474522	0.398352	0.0924363	0.626418	Moon
2021-Feb-02 16:27:57.593	142200	6674.6	8431.03	4475.72	11647.5	11647.5	-0.487156	0.382833	0.0841162	0.625266	Moon
2021-Feb-02 16:37:57.593	142800	6378.66	8655.99	4523.68	11665.2	11665.2	-0.499188	0.366959	0.0757407	0.624167	Moon
2021-Feb-02 16:47:57.593	143400	6075.69	8871.32	4566.6	11682	11682	-0.510615	0.350746	0.067318	0.623123	Moon
2021-Feb-02 16:57:57.593	144000	5766.05	9076.82	4604.45	11697.7	11697.7	-0.521431	0.334211	0.0588557	0.622135	Moon
2021-Feb-02 17:07:57.593	144600	5450.1	9272.31	4637.22	11712.5	11712.5	-0.531633	0.317371	0.0503614	0.621204	Moon
2021-Feb-02 17:17:57.593	145200	5128.21	9457.61	4664.88	11726.3	11726.3	-0.541216	0.300243	0.0418427	0.620331	Moon
2021-Feb-02 17:27:57.593	145800	4800.76	9632.54	4687.43	11739	11739	-0.550176	0.282843	0.0333069	0.619519	Moon
2021-Feb-02 17:37:57.593	146400	4468.13	9796.97	4704.85	11750.8	11750.8	-0.558511	0.265187	0.0247612	0.618767	Moon
2021-Feb-02 17:47:57.593	147000	4130.68	9950.72	4717.14	11761.4	11761.4	-0.566217	0.247292	0.0162128	0.618076	Moon
2021-Feb-02 17:57:57.593	147600	3788.79	10093.7	4724.3	11771	11771	-0.573292	0.229173	0.00766873	0.617449	Moon
2021-Feb-02 18:07:57.593	148200	3442.85	10225.7	4726.34	11779.5	11779.5	-0.579733	0.210847	-0.000864139	0.616886	Moon
2021-Feb-02 18:17:57.593	148800	3093.24	10346.6	4723.27	11786.9	11786.9	-0.585538	0.192328	-0.00937895	0.616387	Moon
2021-Feb-02 18:27:57.593	149400	2740.33	10456.4	4715.09	11793.2	11793.2	-0.590704	0.173633	-0.017869	0.615954	Moon
2021-Feb-02 18:37:57.593	150000	2384.52	10555	4701.83	11798.3	11798.3	-0.59523	0.154777	-0.0263275	0.615587	Moon
2021-Feb-02 18:47:57.593	150600	2026.19	10642.1	4683.51	11802.4	11802.4	-0.599113	0.135775	-0.0347479	0.615288	Moon
2021-Feb-02 18:57:57.593	151200	1665.72	10717.9	4660.15	11805.3	11805.3	-0.602353	0.116642	-0.0431236	0.615056	Moon
2021-Feb-02 19:07:57.593	151800	1303.49	10782.1	4631.77	11807	11807	-0.604947	0.0973945	-0.0514481	0.614893	Moon
2021-Feb-02 19:17:57.593	152400	939.908	10834.7	4598.42	11807.6	11807.6	-0.606894	0.0780464	-0.059715	0.614799	Moon
2021-Feb-02 19:27:57.593	153000	575.35	10875.7	4560.13	11807.1	11807.1	-0.608193	0.0586133	-0.0679178	0.614774	Moon
2021-Feb-02 19:37:57.593	153600	210.206	10905.1	4516.93	11805.4	11805.4	-0.608843	0.0391103	-0.07605	0.61482	Moon
2021-Feb-02 19:47:57.593	154200	-155.132	10922.7	4468.88	11802.5	11802.5	-0.608843	0.0195526	-0.0841053	0.614936	Moon
2021-Feb-02 19:57:57.593	154800	-520.276	10928.5	4416.02	11798.5	11798.5	-0.608192	-4.456e-05	-0.0920773	0.615122	Moon
2021-Feb-02 20:07:57.593	155400	-884.832	10922.6	4358.41	11793.3	11793.3	-0.606889	-0.019666	-0.0999595	0.61538	Moon
2021-Feb-02 20:17:57.593	156000	-1248.41	10904.9	4296.09	11786.9	11786.9	-0.604933	-0.0392964	-0.107746	0.615709	Moon
2021-Feb-02 20:27:57.593	156600	-1610.62	10875.4	4229.13	11779.4	11779.4	-0.602324	-0.0589203	-0.115429	0.616109	Moon
2021-Feb-02 20:37:57.593	157200	-1971.07	10834.2	4157.6	11770.8	11770.8	-0.599062	-0.0785221	-0.123003	0.61658	Moon
2021-Feb-02 20:47:57.593	157800	-2329.36	10781.2	4081.55	11760.9	11760.9	-0.595146	-0.0980862	-0.130462	0.617122	Moon
2021-Feb-02 20:57:57.593	158400	-2685.11	10716.5	4001.07	11750	11750	-0.590576	-0.117597	-0.137799	0.617735	Moon
2021-Feb-02 21:07:57.593	159000	-3037.92	10640.1	3916.22	11737.9	11737.9	-0.585352	-0.137038	-0.145007	0.61842	Moon
2021-Feb-02 21:17:57.593	159600	-3387.41	10552.1	3827.09	11724.7	11724.7	-0.579474	-0.156393	-0.152079	0.619174	Moon
2021-Feb-02 21:27:57.593	160200	-3733.16	10452.5	3733.75	11710.3	11710.3	-0.572943	-0.175645	-0.15901	0.619999	Moon
2021-Feb-02 21:37:57.593	160800	-4074.81	10341.3	3636.3	11694.9	11694.9	-0.565759	-0.194779	-0.165791	0.620893	Moon
2021-Feb-02 21:47:57.593	161400	-4411.94	10218.8	3534.83	11678.3	11678.3	-0.557923	-0.213777	-0.172417	0.621857	Moon
2021-Feb-02 21:57:57.593	162000	-4744.18	10084.8	3429.44	11660.7	11660.7	-0.549436	-0.232622	-0.17888	0.622889	Moon
2021-Feb-02 22:07:57.593	162600	-5071.14	9939.65	3320.21	11642	11642	-0.540299	-0.251296	-0.185174	0.623989	Moon
2021-Feb-02 22:17:57.593	163200	-5392.41	9783.32	3207.26	11622.3	11622.3	-0.530515	-0.269781	-0.191291	0.625156	Moon
2021-Feb-02 22:27:57.593	163800	-5707.62	9615.96	3090.7	11601.6	11601.6	-0.520084	-0.28806	-0.197224	0.626389	Moon
2021-Feb-02 22:37:57.593	164400	-6016.38	9437.69	2970.63	11579.8	11579.8	-0.509009	-0.306113	-0.202966	0.627686	Moon
2021-Feb-02 22:47:57.593	165000	-6318.31	9248.67	2847.18	11557	11557	-0.497293	-0.323922	-0.208509	0.629048	Moon
2021-Feb-02 22:57:57.593	165600	-6613.01	9049.04	2720.46	11533.3	11533.3	-0.484938	-0.341468	-0.213846	0.630473	Moon
2021-Feb-02 23:07:57.593	166200	-6900.11	8838.97	2590.61	11508.7	11508.7	-0.471949	-0.358731	-0.21897	0.631959	Moon
2021-Feb-02 23:17:57.593	166800	-7179.22	8618.62	2457.74	11483.1	11483.1	-0.45833	-0.37569	-0.223873	0.633505	Moon
2021-Feb-02 23:27:57.593	167400	-7449.98	8388.2	2322.01	11456.7	11456.7	-0.444084	-0.392326	-0.228547	0.635109	Moon
2021-Feb-02 23:37:57.593	168000	-7712	8147.9	2183.53	11429.4	11429.4	-0.429218	-0.408617	-0.232984	0.636771	Moon
2021-Feb-02 23:47:57.593	168600	-7964.91	7897.94	2042.47	11401.3	11401.3	-0.413736	-0.424542	-0.237177	0.638488	Moon
2021-Feb-02 23:57:57.593	169200	-8208.36	7638.53	1898.97	11372.4	11372.4	-0.397646	-0.44008	-0.241118	0.640258	Moon
2021-Feb-03 00:07:57.593	169800	-8441.97	7369.92	1753.18	11342.7	11342.7	-0.380955	-0.455208	-0.244798	0.64208	Moon
2021-Feb-03 00:17:57.593	170400	-8665.39	7092.37	1605.27	11312.3	11312.3	-0.363671	-0.469904	-0.24821	0.643952	Moon
2021-Feb-03 00:27:57.593	171000	-8878.26	6806.13	1455.39	11281.2	11281.2	-0.345802	-0.484144	-0.251346	0.645871	Moon
2021-Feb-03 00:37:57.593	171600	-9080.23	6511.49	1303.71	11249.4	11249.4	-0.32736	-0.497906	-0.254197	0.647835	Moon
2021-Feb-03 00:47:57.593	172200	-9270.98	6208.74	1150.41	11217.1	11217.1	-0.308353	-0.511166	-0.256756	0.649843	Moon
2021-Feb-03 00:57:57.593	172800	-9450.15	5898.2	995.663	11184.2	11184.2	-0.288795	-0.523899	-0.259014	0.651891	Moon
2021-Feb-03 01:07:57.593	173400	-9617.42	5580.17	839.654	11150.7	11150.7	-0.268699	-0.536082	-0.260964	0.653977	Moon
2021-Feb-03 01:17:57.593	174000	-9772.48	5255.01	682.57	11116.8	11116.8	-0.248078	-0.54769	-0.262597	0.656098	Moon
2021-Feb-03 01:27:57.593	174600	-9915.02	4923.06	524.602	11082.4	11082.4	-0.226948	-0.558698	-0.263906	0.658252	Moon
2021-Feb-03 01:37:57.593	175200	-10044.7	4584.7	365.949	11047.6	11047.6	-0.205326	-0.569081	-0.264883	0.660435	Moon
2021-Feb-03 01:47:57.593	175800	-10161.3	4240.3	206.81	11012.5	11012.5	-0.183229	-0.578813	-0.265521	0.662645	Moon
2021-Feb-03 01:57:57.593	176400	-10264.5	3890.26	47.393	10977.1	10977.1	-0.160678	-0.58787	-0.265812	0.664879	Moon
2021-Feb-03 02:07:57.593	177000	-10354	3534.99	-112.093	10941.4	10941.4	-0.137693	-0.596227	-0.265748	0.667134	Moon
2021-Feb-03 02:17:57.593	177600	-10429.7	3174.93	-271.433	10905.6	10905.6	-0.114296	-0.603857	-0.265324	0.669406	Moon
2021-Feb-03 02:27:57.593	178200	-10491.1	2810.52	-430.409	10869.6	10869.6	-0.0905128	-0.610736	-0.264533	0.671691	Moon
2021-Feb-03 02:37:57.593	178800	-10538.2	2442.2	-588.797	10833.5	10833.5	-0.066368	-0.61684	-0.263367	0.673987	Moon
2021-Feb-03 02:47:57.593	179400	-10570.7	2070.47	-746.373	10797.4	10797.4	-0.0418893	-0.622143	-0.261822	0.67629	Moon
2021-Feb-03 02:57:57.593	180000	-10588.4	1695.8	-902.907	10761.3	10761.3	-0.0171061	-0.626622	-0.259892	0.678595	Moon
2021-Feb-03 03:07:57.593	180600	-10591.2	1318.69	-1058.17	10725.3	10725.3	0.0079507	-0.630253	-0.257572	0.680901	Moon
2021-Feb-03 03:17:57.593	181200	-10578.8	939.667	-1211.91	10689.4	10689.4	0.0332482	-0.633013	-0.254858	0.683201	Moon
2021-Feb-03 03:27:57.593	181800	-10551.2	559.253	-1363.92	10653.7	10653.7	0.0587519	-0.634881	-0.251746	0.685494	Moon
2021-Feb-03 03:37:57.593	182400	-10508.3	177.992	-1513.93	10618.3	10618.3	0.0844252	-0.635835	-0.248233	0.687774	Moon
2021-Feb-03 03:47:57.593	183000	-10449.9	-203.562	-1661.71	10583.1	10583.1	0.11023	-0.635855	-0.244316	0.690038	Moon
2021-Feb-03 03:57:57.593	183600	-10376	-584.843	-1807.03	10548.4	10548.4	0.136126	-0.634922	-0.239995	0.692281	Moon
2021-Feb-03 04:07:57.593	184200	-10286.5	-965.274	-1949.63	10514.1	10514.1	0.162071	-0.633019	-0.235267	0.6945	Moon
2021-Feb-03 04:17:57.593	184800	-10181.5	-1344.27	-2089.27	10480.2	10480.2	0.188022	-0.63013	-0.230134	0.696691	Moon
2021-Feb-03 04:27:57.593	185400	-10060.9	-1721.23	-2225.71	10446.9	10446.9	0.213934	-0.626241	-0.224597	0.698849	Moon
2021-Feb-03 04:37:57.593	186000	-9924.79	-2095.55	-2358.7	10414.2	10414.2	0.23976	-0.621339	-0.218657	0.700969	Moon
2021-Feb-03 04:47:57.593	186600	-9773.22	-2466.63	-2488.02	10382.2	10382.2	0.265451	-0.615414	-0.212318	0.703049	Moon
2021-Feb-03 04:57:57.593	187200	-9606.29	-2833.85	-2613.41	10350.9	10350.9	0.290957	-0.608459	-0.205584	0.705083	Moon
2021-Feb-03 05:07:57.593	187800	-9424.12	-3196.58	-2734.64	10320.4	10320.4	0.316228	-0.600466	-0.19846	0.707068	Moon
2021-Feb-03 05:17:57.593	188400	-9226.87	-3554.2	-2851.48	10290.7	10290.7	0.341211	-0.591433	-0.190953	0.709	Moon
2021-Feb-03 05:27:57.593	189000	-9014.74	-3906.09	-2963.71	10261.9	10261.9	0.365854	-0.581359	-0.18307	0.710874	Moon
2021-Feb-03 05:37:57.593	189600	-8787.93	-4251.62	-3071.09	10234	10234	0.390102	-0.570246	-0.174822	0.712687	Moon
2021-Feb-03 05:47:57.593	190200	-8546.7	-4590.18	-3173.42	10207.2	10207.2	0.413901	-0.558099	-0.166218	0.714435	Moon
2021-Feb-03 05:57:57.593	190800	-8291.35	-4921.13	-3270.48	10181.4	10181.4	0.437196	-0.544926	-0.157269	0.716114	Moon
2021-Feb-03 06:07:57.593	191400	-8022.18	-5243.88	-3362.08	10156.6	10156.6	0.459932	-0.530738	-0.147989	0.71772	Moon
2021-Feb-03 06:17:57.593	192000	-7739.55	-5557.82	-3448.01	10133.1	10133.1	0.482054	-0.51555	-0.138393	0.71925	Moon
2021-Feb-03 06:27:57.593	192600	-7443.85	-5862.35	-3528.09	10110.7	10110.7	0.503508	-0.499378	-0.128494	0.720701	Moon
2021-Feb-03 06:37:57.593	193200	-7135.49	-6156.88	-3602.14	10089.5	10089.5	0.524239	-0.482244	-0.118312	0.722069	Moon
2021-Feb-03 06:47:57.593	193800	-6814.92	-6440.85	-3670.01	10069.6	10069.6	0.544195	-0.464172	-0.107862	0.723352	Moon
2021-Feb-03 06:57:57.593	194400	-6482.62	-6713.71	-3731.53	10051	10051	0.563323	-0.44519	-0.0971651	0.724547	Moon
2021-Feb-03 07:07:57.593	195000	-6139.1	-6974.9	-3786.56	10033.7	10033.7	0.581574	-0.425328	-0.086241	0.725651	Moon
2021-Feb-03 07:17:57.593	195600	-5784.91	-7223.93	-3834.98	10017.9	10017.9	0.598898	-0.40462	-0.0751112	0.726662	Moon
2021-Feb-03 07:27:57.593	196200	-5420.62	-7460.29	-3876.66	10003.4	10003.4	0.615249	-0.383104	-0.0637982	0.727578	Moon
2021-Feb-03 07:37:57.593	196800	-5046.82	-7683.5	-3911.5	9990.32	9990.32	0.630581	-0.36082	-0.0523253	0.728397	Moon
2021-Feb-03 07:47:57.593	197400	-4664.14	-7893.13	-3939.42	9978.71	9978.71	0.644855	-0.337811	-0.0407166	0.729117	Moon
2021-Feb-03 07:57:57.593	198000	-4273.21	-8088.74	-3960.34	9968.57	9968.57	0.658029	-0.314124	-0.0289972	0.729738	Moon
2021-Feb-03 08:07:57.593	198600	-3874.73	-8269.95	-3974.2	9959.91	9959.91	0.670069	-0.289807	-0.0171924	0.730258	Moon
2021-Feb-03 08:17:57.593	199200	-3469.37	-8436.39	-3980.96	9952.75	9952.75	0.680941	-0.264912	-0.00532831	0.730676	Moon
2021-Feb-03 08:27:57.593	199800	-3057.84	-8587.74	-3980.59	9947.1	9947.1	0.690616	-0.239492	0.00656863	0.730992	Moon
2021-Feb-03 08:37:57.593	200400	-2640.87	-8723.69	-3973.08	9942.95	9942.95	0.699068	-0.213602	0.0184717	0.731206	Moon
2021-Feb-03 08:47:57.593	201000	-2219.21	-8843.98	-3958.43	9940.32	9940.32	0.706275	-0.1873	0.0303542	0.731318	Moon
2021-Feb-03 08:57:57.593	201600	-1793.59	-8948.38	-3936.66	9939.2	9939.2	0.712218	-0.160644	0.0421893	0.731329	Moon
2021-Feb-03 09:07:57.593	202200	-1364.8	-9036.69	-3907.81	9939.59	9939.59	0.716885	-0.133694	0.0539501	0.731238	Moon
2021-Feb-03 09:17:57.593	202800	-933.59	-9108.76	-3871.94	9941.48	9941.48	0.720264	-0.106511	0.0656104	0.731047	Moon
2021-Feb-03 09:27:57.593	203400	-500.741	-9164.47	-3829.11	9944.87	9944.87	0.722349	-0.0791562	0.077144	0.730757	Moon
2021-Feb-03 09:37:57.593	204000	-67.0294	-9203.73	-3779.4	9949.72	9949.72	0.72314	-0.0516909	0.0885252	0.730369	Moon
2021-Feb-03 09:47:57.593	204600	366.768	-9226.49	-3722.91	9956.04	9956.04	0.722636	-0.0241769	0.0997293	0.729886	Moon
2021-Feb-03 09:57:57.593	205200	799.877	-9232.74	-3659.76	9963.8	9963.8	0.720846	0.00332443	0.110732	0.729309	Moon
2021-Feb-03 10:07:57.593	205800	1231.53	-9222.52	-3590.08	9972.97	9972.97	0.717778	0.0307521	0.121509	0.728639	Moon
2021-Feb-03 10:17:57.593	206400	1660.96	-9195.87	-3514	9983.54	9983.54	0.713447	0.0580463	0.132039	0.72788	Moon
2021-Feb-03 10:27:57.593	207000	2087.41	-9152.9	-3431.69	9995.47	9995.47	0.70787	0.085148	0.142301	0.727034	Moon
2021-Feb-03 10:37:57.593	207600	2510.16	-9093.74	-3343.3	10008.7	10008.7	0.701068	0.112	0.152272	0.726104	Moon
2021-Feb-03 10:47:57.593	208200	2928.46	-9018.56	-3249.02	10023.3	10023.3	0.693066	0.138545	0.161936	0.725092	Moon
2021-Feb-03 10:57:57.593	208800	3341.6	-8927.56	-3149.04	10039.1	10039.1	0.683891	0.16473	0.171272	0.724001	Moon
2021-Feb-03 11:07:57.593	209400	3748.9	-8820.97	-3043.56	10056.2	10056.2	0.673574	0.190503	0.180265	0.722834	Moon
2021-Feb-03 11:17:57.593	210000	4149.67	-8699.05	-2932.8	10074.4	10074.4	0.662149	0.215813	0.188899	0.721595	Moon
2021-Feb-03 11:27:57.593	210600	4543.26	-8562.09	-2816.96	10093.9	10093.9	0.649651	0.240612	0.19716	0.720286	Moon
2021-Feb-03 11:37:57.593	211200	4929.04	-8410.43	-2696.28	10114.4	10114.4	0.636118	0.264855	0.205035	0.718912	Moon
2021-Feb-03 11:47:57.593	211800	5306.4	-8244.39	-2571	10136	10136	0.621591	0.288499	0.212513	0.717474	Moon
2021-Feb-03 11:57:57.593	212400	5674.76	-8064.36	-2441.35	10158.6	10158.6	0.606113	0.311504	0.219583	0.715978	Moon
2021-Feb-03 12:07:57.593	213000	6033.56	-7870.72	-2307.58	10182.2	10182.2	0.589725	0.333832	0.226238	0.714425	Moon
2021-Feb-03 12:17:57.593	213600	6382.26	-7663.9	-2169.95	10206.7	10206.7	0.572475	0.355448	0.232468	0.71282	Moon
2021-Feb-03 12:27:57.593	214200	6720.36	-7444.33	-2028.7	10232.2	10232.2	0.554407	0.376321	0.238269	0.711166	Moon
2021-Feb-03 12:37:57.593	214800	7047.39	-7212.47	-1884.11	10258.4	10258.4	0.535569	0.396421	0.243635	0.709466	Moon
2021-Feb-03 12:47:57.593	215400	7362.9	-6968.78	-1736.43	10285.5	10285.5	0.516008	0.415721	0.248563	0.707723	Moon
2021-Feb-03 12:57:57.593	216000	7666.47	-6713.77	-1585.92	10313.3	10313.3	0.495773	0.434198	0.25305	0.705942	Moon
2021-Feb-03 13:07:57.593	216600	7957.7	-6447.92	-1432.86	10341.8	10341.8	0.474913	0.451831	0.257096	0.704125	Moon
2021-Feb-03 13:17:57.593	217200	8236.25	-6171.74	-1277.5	10371	10371	0.453475	0.4686	0.260699	0.702275	Moon
2021-Feb-03 13:27:57.593	217800	8501.77	-5885.77	-1120.11	10400.8	10400.8	0.431508	0.484491	0.263862	0.700396	Moon
2021-Feb-03 13:37:57.593	218400	8753.96	-5590.53	-960.95	10431.2	10431.2	0.409061	0.49949	0.266585	0.69849	Moon
2021-Feb-03 13:47:57.593	219000	8992.55	-5286.56	-800.292	10462	10462	0.38618	0.513586	0.268871	0.696561	Moon
2021-Feb-03 13:57:57.593	219600	9217.3	-4974.41	-638.391	10493.4	10493.4	0.362913	0.526771	0.270725	0.694612	Moon
2021-Feb-03 14:07:57.593	220200	9427.98	-4654.62	-475.507	10525.1	10525.1	0.339307	0.539038	0.272151	0.692645	Moon
2021-Feb-03 14:17:57.593	220800	9624.41	-4327.75	-311.895	10557.3	10557.3	0.315407	0.550383	0.273154	0.690664	Moon
2021-Feb-03 14:27:57.593	221400	9806.42	-3994.35	-147.806	10589.7	10589.7	0.291258	0.560804	0.27374	0.68867	Moon
2021-Feb-03 14:37:57.593	222000	9973.88	-3654.97	16.5112	10622.5	10622.5	0.266904	0.570302	0.273916	0.686667	Moon
2021-Feb-03 14:47:57.593	222600	10126.7	-3310.17	180.812	10655.5	10655.5	0.242387	0.578877	0.273688	0.684657	Moon
2021-Feb-03 14:57:57.593	223200	10264.7	-2960.5	344.858	10688.7	10688.7	0.217748	0.586534	0.273066	0.682643	Moon
2021-Feb-03 15:07:57.593	223800	10388	-2606.51	508.414	10722	10722	0.193029	0.593277	0.272056	0.680626	Moon
2021-Feb-03 15:17:57.593	224400	10496.3	-2248.75	671.25	10755.5	10755.5	0.168268	0.599113	0.270668	0.67861	Moon
2021-Feb-03 15:27:57.593	225000	10589.9	-1887.76	833.141	10789	10789	0.143503	0.60405	0.268911	0.676596	Moon
2021-Feb-03 15:37:57.593	225600	10668.6	-1524.07	993.871	10822.6	10822.6	0.118771	0.608097	0.266794	0.674587	Moon
2021-Feb-03 15:47:57.593	226200	10732.4	-1158.22	1153.22	10856.2	10856.2	0.0941062	0.611265	0.264327	0.672584	Moon
2021-Feb-03 15:57:57.593	226800	10781.5	-790.725	1310.99	10889.7	10889.7	0.0695429	0.613565	0.261519	0.67059	Moon
2021-Feb-03 16:07:57.593	227400	10815.9	-422.11	1466.98	10923.1	10923.1	0.0451136	0.61501	0.258382	0.668606	Moon
2021-Feb-03 16:17:57.593	228000	10835.7	-52.8816	1620.99	10956.4	10956.4	0.0208494	0.615614	0.254924	0.666634	Moon
2021-Feb-03 16:27:57.593	228600	10841	316.46	1772.83	10989.5	10989.5	-0.00322002	0.61539	0.251158	0.664677	Moon
2021-Feb-03 16:37:57.593	229200	10831.9	685.424	1922.32	11022.4	11022.4	-0.0270661	0.614354	0.247092	0.662735	Moon
2021-Feb-03 16:47:57.593	229800	10808.5	1053.53	2069.28	11055.1	11055.1	-0.0506618	0.612522	0.242738	0.660811	Moon
2021-Feb-03 16:57:57.593	230400	10771.1	1420.29	2213.55	11087.6	11087.6	-0.0739811	0.609909	0.238107	0.658906	Moon
2021-Feb-03 17:07:57.593	231000	10719.8	1785.26	2354.96	11119.7	11119.7	-0.0969996	0.606534	0.233209	0.657022	Moon
2021-Feb-03 17:17:57.593	231600	10654.8	2147.99	2493.35	11151.5	11151.5	-0.119694	0.602411	0.228055	0.65516	Moon
2021-Feb-03 17:27:57.593	232200	10576.2	2508.01	2628.57	11182.9	11182.9	-0.142042	0.597561	0.222655	0.653322	Moon
2021-Feb-03 17:37:57.593	232800	10484.4	2864.92	2760.49	11213.9	11213.9	-0.164022	0.592	0.21702	0.651509	Moon
