Date	Time	X	Y	Z	r_KA	?????????? ?? ????	Vx	Vy	Vz	V_KA	??????? ?????
2021-Feb-06 02:37:57.593	438000	10101.4	4001.58	3190.77	11323.9	11323.9	-0.227985	0.569832	0.195313	0.644075	Moon
2021-Feb-06 02:47:57.593	438600	9958.51	4341.01	3306.01	11355.4	11355.4	-0.248218	0.561502	0.188787	0.642291	Moon
2021-Feb-06 02:57:57.593	439200	9803.63	4675.26	3417.28	11386.3	11386.3	-0.267986	0.552569	0.182088	0.640551	Moon
2021-Feb-06 03:07:57.593	439800	9637.03	5003.97	3524.48	11416.4	11416.4	-0.287274	0.543052	0.175227	0.638856	Moon
2021-Feb-06 03:17:57.593	440400	9459	5326.81	3627.52	11445.8	11445.8	-0.306071	0.532969	0.168214	0.637206	Moon
2021-Feb-06 03:27:57.593	441000	9269.84	5643.43	3726.31	11474.5	11474.5	-0.324364	0.52234	0.161057	0.635602	Moon
2021-Feb-06 03:37:57.593	441600	9069.86	5953.51	3820.76	11502.4	11502.4	-0.342142	0.511183	0.153767	0.634046	Moon
2021-Feb-06 03:47:57.593	442200	8859.37	6256.74	3910.81	11529.5	11529.5	-0.359396	0.499517	0.146352	0.632536	Moon
2021-Feb-06 03:57:57.593	442800	8638.69	6552.83	3996.36	11555.8	11555.8	-0.376116	0.48736	0.138821	0.631074	Moon
2021-Feb-06 04:07:57.593	443400	8408.14	6841.48	4077.37	11581.4	11581.4	-0.392293	0.47473	0.131183	0.62966	Moon
2021-Feb-06 04:17:57.593	444000	8168.05	7122.42	4153.76	11606	11606	-0.407919	0.461646	0.123447	0.628295	Moon
2021-Feb-06 04:27:57.593	444600	7918.75	7395.37	4225.49	11629.8	11629.8	-0.422986	0.448125	0.11562	0.626978	Moon
2021-Feb-06 04:37:57.593	445200	7660.58	7660.08	4292.49	11652.8	11652.8	-0.437488	0.434186	0.107713	0.625711	Moon
2021-Feb-06 04:47:57.593	445800	7393.88	7916.31	4354.73	11674.8	11674.8	-0.451417	0.419845	0.0997313	0.624494	Moon
2021-Feb-06 04:57:57.593	446400	7119	8163.82	4412.16	11695.9	11695.9	-0.464767	0.40512	0.0916844	0.623327	Moon
2021-Feb-06 05:07:57.593	447000	6836.28	8402.38	4464.74	11716.2	11716.2	-0.477534	0.390028	0.0835797	0.622211	Moon
2021-Feb-06 05:17:57.593	447600	6546.08	8631.78	4512.44	11735.5	11735.5	-0.489711	0.374586	0.075425	0.621145	Moon
2021-Feb-06 05:27:57.593	448200	6248.74	8851.82	4555.24	11753.8	11753.8	-0.501295	0.35881	0.0672277	0.62013	Moon
2021-Feb-06 05:37:57.593	448800	5944.64	9062.29	4593.11	11771.2	11771.2	-0.512281	0.342718	0.0589952	0.619167	Moon
2021-Feb-06 05:47:57.593	449400	5634.13	9263.02	4626.03	11787.6	11787.6	-0.522664	0.326325	0.0507347	0.618255	Moon
2021-Feb-06 05:57:57.593	450000	5317.56	9453.83	4653.98	11803	11803	-0.532442	0.309647	0.0424534	0.617396	Moon
2021-Feb-06 06:07:57.593	450600	4995.32	9634.54	4676.97	11817.4	11817.4	-0.54161	0.292701	0.0341582	0.616589	Moon
2021-Feb-06 06:17:57.593	451200	4667.75	9805.02	4694.97	11830.9	11830.9	-0.550166	0.275502	0.0258562	0.615835	Moon
2021-Feb-06 06:27:57.593	451800	4335.24	9965.1	4708	11843.3	11843.3	-0.558107	0.258066	0.0175539	0.615134	Moon
2021-Feb-06 06:37:57.593	452400	3998.15	10114.7	4716.04	11854.6	11854.6	-0.565431	0.240408	0.00925818	0.614486	Moon
2021-Feb-06 06:47:57.593	453000	3656.85	10253.5	4719.11	11865	11865	-0.572134	0.222544	0.000975535	0.613893	Moon
2021-Feb-06 06:57:57.593	453600	3311.71	10381.7	4717.21	11874.3	11874.3	-0.578216	0.204489	-0.00728752	0.613353	Moon
2021-Feb-06 07:07:57.593	454200	2963.12	10498.9	4710.37	11882.5	11882.5	-0.583673	0.186258	-0.0155246	0.612868	Moon
2021-Feb-06 07:17:57.593	454800	2611.43	10605.1	4698.59	11889.7	11889.7	-0.588506	0.167865	-0.0237293	0.612438	Moon
2021-Feb-06 07:27:57.593	455400	2257.03	10700.3	4681.9	11895.8	11895.8	-0.592711	0.149327	-0.0318954	0.612064	Moon
2021-Feb-06 07:37:57.593	456000	1900.3	10784.3	4660.33	11900.9	11900.9	-0.596288	0.130657	-0.0400168	0.611745	Moon
2021-Feb-06 07:47:57.593	456600	1541.61	10857.1	4633.89	11904.9	11904.9	-0.599236	0.11187	-0.0480871	0.611483	Moon
2021-Feb-06 07:57:57.593	457200	1181.35	10918.5	4602.63	11907.7	11907.7	-0.601554	0.0929818	-0.0561005	0.611277	Moon
2021-Feb-06 08:07:57.593	457800	819.876	10968.6	4566.58	11909.5	11909.5	-0.60324	0.0740058	-0.0640507	0.611129	Moon
2021-Feb-06 08:17:57.593	458400	457.583	11007.3	4525.78	11910.2	11910.2	-0.604295	0.054957	-0.0719319	0.611038	Moon
2021-Feb-06 08:27:57.593	459000	94.8476	11034.6	4480.28	11909.8	11909.8	-0.604718	0.0358499	-0.0797379	0.611005	Moon
2021-Feb-06 08:37:57.593	459600	-267.952	11050.3	4430.12	11908.3	11908.3	-0.604508	0.016699	-0.0874629	0.611031	Moon
2021-Feb-06 08:47:57.593	460200	-630.435	11054.6	4375.34	11905.7	11905.7	-0.603665	-0.00248105	-0.0951009	0.611115	Moon
2021-Feb-06 08:57:57.593	460800	-992.223	11047.4	4316.01	11902	11902	-0.602189	-0.0216757	-0.102646	0.611259	Moon
2021-Feb-06 09:07:57.593	461400	-1352.94	11028.6	4252.19	11897.1	11897.1	-0.60008	-0.0408704	-0.110092	0.611463	Moon
2021-Feb-06 09:17:57.593	462000	-1712.19	10998.3	4183.92	11891.2	11891.2	-0.597338	-0.0600504	-0.117434	0.611727	Moon
2021-Feb-06 09:27:57.593	462600	-2069.61	10956.5	4111.29	11884.1	11884.1	-0.593964	-0.079201	-0.124664	0.612052	Moon
2021-Feb-06 09:37:57.593	463200	-2424.82	10903.3	4034.35	11875.9	11875.9	-0.589958	-0.0983073	-0.131778	0.612438	Moon
2021-Feb-06 09:47:57.593	463800	-2777.44	10838.6	3953.18	11866.6	11866.6	-0.58532	-0.117354	-0.13877	0.612885	Moon
2021-Feb-06 09:57:57.593	464400	-3127.08	10762.5	3867.85	11856.2	11856.2	-0.580051	-0.136327	-0.145633	0.613395	Moon
2021-Feb-06 10:07:57.593	465000	-3473.37	10675	3778.45	11844.7	11844.7	-0.574153	-0.155211	-0.152361	0.613967	Moon
2021-Feb-06 10:17:57.593	465600	-3815.94	10576.2	3685.05	11832.1	11832.1	-0.567625	-0.17399	-0.158948	0.614602	Moon
2021-Feb-06 10:27:57.593	466200	-4154.4	10466.2	3587.74	11818.3	11818.3	-0.56047	-0.192648	-0.165389	0.615299	Moon
2021-Feb-06 10:37:57.593	466800	-4488.38	10345.1	3486.61	11803.5	11803.5	-0.552688	-0.211171	-0.171677	0.61606	Moon
2021-Feb-06 10:47:57.593	467400	-4817.5	10212.9	3381.76	11787.6	11787.6	-0.544282	-0.229541	-0.177805	0.616885	Moon
2021-Feb-06 10:57:57.593	468000	-5141.39	10069.7	3273.28	11770.6	11770.6	-0.535253	-0.247744	-0.183769	0.617774	Moon
2021-Feb-06 11:07:57.593	468600	-5459.68	9915.61	3161.27	11752.5	11752.5	-0.525604	-0.265763	-0.18956	0.618726	Moon
2021-Feb-06 11:17:57.593	469200	-5771.99	9750.8	3045.84	11733.3	11733.3	-0.515336	-0.28358	-0.195174	0.619743	Moon
2021-Feb-06 11:27:57.593	469800	-6077.96	9575.36	2927.1	11713.1	11713.1	-0.504452	-0.30118	-0.200603	0.620824	Moon
2021-Feb-06 11:37:57.593	470400	-6377.21	9389.43	2805.15	11691.8	11691.8	-0.492955	-0.318544	-0.205842	0.621969	Moon
2021-Feb-06 11:47:57.593	471000	-6669.38	9193.16	2680.13	11669.5	11669.5	-0.480848	-0.335657	-0.210882	0.623179	Moon
2021-Feb-06 11:57:57.593	471600	-6954.11	8986.69	2552.14	11646.2	11646.2	-0.468136	-0.352499	-0.215719	0.624453	Moon
2021-Feb-06 12:07:57.593	472200	-7231.03	8770.21	2421.31	11621.8	11621.8	-0.454821	-0.369053	-0.220345	0.62579	Moon
2021-Feb-06 12:17:57.593	472800	-7499.77	8543.89	2287.77	11596.5	11596.5	-0.440908	-0.3853	-0.224753	0.627192	Moon
2021-Feb-06 12:27:57.593	473400	-7760	8307.92	2151.65	11570.2	11570.2	-0.426402	-0.401221	-0.228936	0.628657	Moon
2021-Feb-06 12:37:57.593	474000	-8011.34	8062.5	2013.09	11542.9	11542.9	-0.411308	-0.416798	-0.232888	0.630185	Moon
2021-Feb-06 12:47:57.593	474600	-8253.45	7807.83	1872.23	11514.6	11514.6	-0.395633	-0.432011	-0.236602	0.631775	Moon
2021-Feb-06 12:57:57.593	475200	-8485.98	7544.16	1729.22	11485.5	11485.5	-0.379382	-0.44684	-0.24007	0.633427	Moon
2021-Feb-06 13:07:57.593	475800	-8708.59	7271.71	1584.2	11455.4	11455.4	-0.362562	-0.461264	-0.243286	0.635141	Moon
2021-Feb-06 13:17:57.593	476400	-8920.94	6990.73	1437.32	11424.5	11424.5	-0.345181	-0.475264	-0.246242	0.636915	Moon
2021-Feb-06 13:27:57.593	477000	-9122.7	6701.48	1288.76	11392.7	11392.7	-0.327248	-0.488817	-0.248931	0.638749	Moon
2021-Feb-06 13:37:57.593	477600	-9313.53	6404.24	1138.66	11360.1	11360.1	-0.308772	-0.501903	-0.251345	0.640641	Moon
2021-Feb-06 13:47:57.593	478200	-9493.12	6099.29	987.201	11326.8	11326.8	-0.289761	-0.514499	-0.253478	0.64259	Moon
2021-Feb-06 13:57:57.593	478800	-9661.14	5786.94	834.547	11292.6	11292.6	-0.270228	-0.526584	-0.255322	0.644596	Moon
2021-Feb-06 14:07:57.593	479400	-9817.29	5467.5	680.874	11257.7	11257.7	-0.250184	-0.538135	-0.25687	0.646656	Moon
2021-Feb-06 14:17:57.593	480000	-9961.26	5141.29	526.363	11222.2	11222.2	-0.229642	-0.549129	-0.258115	0.648769	Moon
2021-Feb-06 14:27:57.593	480600	-10092.8	4808.66	371.198	11185.9	11185.9	-0.208615	-0.559542	-0.259049	0.650934	Moon
2021-Feb-06 14:37:57.593	481200	-10211.5	4469.96	215.567	11149.1	11149.1	-0.187118	-0.569353	-0.259665	0.653148	Moon
2021-Feb-06 14:47:57.593	481800	-10317.2	4125.56	59.6644	11111.7	11111.7	-0.165168	-0.578535	-0.259957	0.655409	Moon
2021-Feb-06 14:57:57.593	482400	-10409.6	3775.85	-96.3141	11073.7	11073.7	-0.142782	-0.587067	-0.259916	0.657716	Moon
2021-Feb-06 15:07:57.593	483000	-10488.5	3421.22	-252.167	11035.2	11035.2	-0.119977	-0.594922	-0.259537	0.660066	Moon
2021-Feb-06 15:17:57.593	483600	-10553.5	3062.08	-407.689	10996.3	10996.3	-0.0967757	-0.602079	-0.258812	0.662456	Moon
2021-Feb-06 15:27:57.593	484200	-10604.5	2698.87	-562.671	10957	10957	-0.0731979	-0.608511	-0.257735	0.664884	Moon
2021-Feb-06 15:37:57.593	484800	-10641.3	2332.02	-716.899	10917.4	10917.4	-0.0492672	-0.614194	-0.2563	0.667346	Moon
2021-Feb-06 15:47:57.593	485400	-10663.6	1961.99	-870.158	10877.4	10877.4	-0.0250081	-0.619105	-0.254501	0.669841	Moon
2021-Feb-06 15:57:57.593	486000	-10671.2	1589.25	-1022.23	10837.2	10837.2	-0.000446973	-0.623219	-0.252332	0.672364	Moon
2021-Feb-06 16:07:57.593	486600	-10664.1	1214.29	-1172.88	10796.9	10796.9	0.0243882	-0.626513	-0.249788	0.674913	Moon
2021-Feb-06 16:17:57.593	487200	-10641.9	837.607	-1321.9	10756.4	10756.4	0.0494675	-0.628962	-0.246864	0.677483	Moon
2021-Feb-06 16:27:57.593	487800	-10604.7	459.711	-1469.04	10715.8	10715.8	0.0747593	-0.630545	-0.243556	0.68007	Moon
2021-Feb-06 16:37:57.593	488400	-10552.2	81.1313	-1614.09	10675.2	10675.2	0.10023	-0.631238	-0.23986	0.682672	Moon
2021-Feb-06 16:47:57.593	489000	-10484.4	-297.592	-1756.79	10634.7	10634.7	0.125845	-0.63102	-0.235773	0.685283	Moon
2021-Feb-06 16:57:57.593	489600	-10401.1	-675.907	-1896.93	10594.3	10594.3	0.151565	-0.629871	-0.231291	0.687899	Moon
2021-Feb-06 17:07:57.593	490200	-10302.5	-1053.25	-2034.27	10554.1	10554.1	0.177353	-0.62777	-0.226415	0.690516	Moon
2021-Feb-06 17:17:57.593	490800	-10188.3	-1429.04	-2168.55	10514.1	10514.1	0.203166	-0.624698	-0.221141	0.693129	Moon
2021-Feb-06 17:27:57.593	491400	-10058.7	-1802.69	-2299.55	10474.5	10474.5	0.228962	-0.62064	-0.21547	0.695733	Moon
2021-Feb-06 17:37:57.593	492000	-9913.57	-2173.6	-2427.04	10435.2	10435.2	0.254695	-0.615578	-0.209403	0.698323	Moon
2021-Feb-06 17:47:57.593	492600	-9753.05	-2541.18	-2550.76	10396.4	10396.4	0.280319	-0.609499	-0.202942	0.700894	Moon
2021-Feb-06 17:57:57.593	493200	-9577.21	-2904.8	-2670.49	10358.2	10358.2	0.305784	-0.602391	-0.196088	0.703441	Moon
2021-Feb-06 18:07:57.593	493800	-9386.16	-3263.84	-2785.99	10320.6	10320.6	0.33104	-0.594244	-0.188847	0.705958	Moon
2021-Feb-06 18:17:57.593	494400	-9180.02	-3617.68	-2897.03	10283.6	10283.6	0.356035	-0.58505	-0.181222	0.708439	Moon
2021-Feb-06 18:27:57.593	495000	-8958.98	-3965.69	-3003.38	10247.5	10247.5	0.380715	-0.574804	-0.173221	0.710879	Moon
2021-Feb-06 18:37:57.593	495600	-8723.23	-4307.23	-3104.82	10212.1	10212.1	0.405025	-0.563504	-0.164851	0.713273	Moon
2021-Feb-06 18:47:57.593	496200	-8473.03	-4641.68	-3201.13	10177.7	10177.7	0.428909	-0.55115	-0.156121	0.715613	Moon
2021-Feb-06 18:57:57.593	496800	-8208.64	-4968.4	-3292.09	10144.2	10144.2	0.45231	-0.537745	-0.147041	0.717896	Moon
2021-Feb-06 19:07:57.593	497400	-7930.37	-5286.77	-3377.51	10111.8	10111.8	0.475169	-0.523296	-0.137623	0.720114	Moon
2021-Feb-06 19:17:57.593	498000	-7638.56	-5596.15	-3457.18	10080.5	10080.5	0.497429	-0.507813	-0.12788	0.722262	Moon
2021-Feb-06 19:27:57.593	498600	-7333.59	-5895.94	-3530.9	10050.4	10050.4	0.51903	-0.491309	-0.117826	0.724334	Moon
2021-Feb-06 19:37:57.593	499200	-7015.87	-6185.52	-3598.51	10021.6	10021.6	0.539913	-0.473803	-0.107479	0.726325	Moon
2021-Feb-06 19:47:57.593	499800	-6685.85	-6464.31	-3659.82	9994.1	9994.1	0.560021	-0.455314	-0.0968556	0.728228	Moon
2021-Feb-06 19:57:57.593	500400	-6344.01	-6731.71	-3714.69	9968.01	9968.01	0.579296	-0.435869	-0.0859748	0.730039	Moon
2021-Feb-06 20:07:57.593	501000	-5990.87	-6987.16	-3762.95	9943.37	9943.37	0.59768	-0.415495	-0.0748571	0.731752	Moon
2021-Feb-06 20:17:57.593	501600	-5626.98	-7230.12	-3804.47	9920.26	9920.26	0.615119	-0.394225	-0.0635246	0.733362	Moon
2021-Feb-06 20:27:57.593	502200	-5252.93	-7460.06	-3839.14	9898.72	9898.72	0.631559	-0.372096	-0.0520004	0.734865	Moon
2021-Feb-06 20:37:57.593	502800	-4869.32	-7676.47	-3866.84	9878.81	9878.81	0.646948	-0.349148	-0.040309	0.736255	Moon
2021-Feb-06 20:47:57.593	503400	-4476.81	-7878.88	-3887.48	9860.58	9860.58	0.661237	-0.325427	-0.0284759	0.737528	Moon
2021-Feb-06 20:57:57.593	504000	-4076.06	-8066.84	-3900.99	9844.08	9844.08	0.67438	-0.300978	-0.0165278	0.738681	Moon
2021-Feb-06 21:07:57.593	504600	-3667.79	-8239.92	-3907.3	9829.34	9829.34	0.686333	-0.275855	-0.00449211	0.739709	Moon
2021-Feb-06 21:17:57.593	505200	-3252.71	-8397.74	-3906.36	9816.41	9816.41	0.697058	-0.250111	0.0076027	0.74061	Moon
2021-Feb-06 21:27:57.593	505800	-2831.57	-8539.94	-3898.17	9805.31	9805.31	0.706518	-0.223804	0.0197277	0.74138	Moon
2021-Feb-06 21:37:57.593	506400	-2405.15	-8666.21	-3882.69	9796.08	9796.08	0.714681	-0.196996	0.0318535	0.742018	Moon
2021-Feb-06 21:47:57.593	507000	-1974.22	-8776.25	-3859.95	9788.73	9788.73	0.72152	-0.169748	0.0439501	0.742521	Moon
2021-Feb-06 21:57:57.593	507600	-1539.59	-8869.83	-3829.96	9783.29	9783.29	0.727013	-0.142127	0.0559878	0.742888	Moon
2021-Feb-06 22:07:57.593	508200	-1102.08	-8946.74	-3792.78	9779.77	9779.77	0.73114	-0.114198	0.0679365	0.743117	Moon
2021-Feb-06 22:17:57.593	508800	-662.501	-9006.82	-3748.46	9778.17	9778.17	0.73389	-0.0860313	0.0797664	0.743208	Moon
2021-Feb-06 22:27:57.593	509400	-221.688	-9049.94	-3697.09	9778.5	9778.5	0.735254	-0.0576956	0.0914483	0.743162	Moon
2021-Feb-06 22:37:57.593	510000	219.526	-9076.03	-3638.76	9780.75	9780.75	0.735228	-0.0292612	0.102953	0.742978	Moon
2021-Feb-06 22:47:57.593	510600	660.308	-9085.05	-3573.59	9784.92	9784.92	0.733815	-0.000798363	0.114253	0.742657	Moon
2021-Feb-06 22:57:57.593	511200	1099.83	-9077	-3501.7	9790.99	9790.99	0.731022	0.0276226	0.12532	0.7422	Moon
2021-Feb-06 23:07:57.593	511800	1537.26	-9051.93	-3423.26	9798.94	9798.94	0.726861	0.055932	0.136128	0.74161	Moon
2021-Feb-06 23:17:57.593	512400	1971.79	-9009.92	-3338.41	9808.75	9808.75	0.721348	0.0840612	0.146652	0.740889	Moon
2021-Feb-06 23:27:57.593	513000	2402.61	-8951.1	-3247.33	9820.39	9820.39	0.714506	0.111943	0.156869	0.740039	Moon
2021-Feb-06 23:37:57.593	513600	2828.94	-8875.65	-3150.23	9833.82	9833.82	0.70636	0.139511	0.166755	0.739064	Moon
2021-Feb-06 23:47:57.593	514200	3249.99	-8783.76	-3047.3	9849.01	9849.01	0.69694	0.166703	0.17629	0.737966	Moon
2021-Feb-06 23:57:57.593	514800	3665.02	-8675.69	-2938.76	9865.92	9865.92	0.686281	0.193457	0.185453	0.73675	Moon
2021-Feb-07 00:07:57.593	515400	4073.29	-8551.72	-2824.83	9884.49	9884.49	0.674421	0.219714	0.194228	0.73542	Moon
2021-Feb-07 00:17:57.593	516000	4474.09	-8412.15	-2705.76	9904.69	9904.69	0.6614	0.245419	0.202599	0.73398	Moon
2021-Feb-07 00:27:57.593	516600	4866.74	-8257.33	-2581.8	9926.45	9926.45	0.647263	0.270519	0.21055	0.732435	Moon
2021-Feb-07 00:37:57.593	517200	5250.59	-8087.65	-2453.19	9949.72	9949.72	0.632058	0.294964	0.218069	0.73079	Moon
2021-Feb-07 00:47:57.593	517800	5625.01	-7903.52	-2320.2	9974.45	9974.45	0.615832	0.318708	0.225145	0.72905	Moon
2021-Feb-07 00:57:57.593	518400	5989.4	-7705.35	-2183.11	10000.6	10000.6	0.598638	0.341709	0.23177	0.727221	Moon
2021-Feb-07 01:07:57.593	519000	6343.19	-7493.62	-2042.17	10028	10028	0.580529	0.363928	0.237934	0.725307	Moon
2021-Feb-07 01:17:57.593	519600	6685.86	-7268.8	-1897.68	10056.7	10056.7	0.561559	0.38533	0.243634	0.723315	Moon
2021-Feb-07 01:27:57.593	520200	7016.9	-7031.4	-1749.91	10086.6	10086.6	0.541782	0.405882	0.248863	0.721249	Moon
2021-Feb-07 01:37:57.593	520800	7335.85	-6781.92	-1599.14	10117.6	10117.6	0.521256	0.425556	0.253621	0.719117	Moon
2021-Feb-07 01:47:57.593	521400	7642.27	-6520.91	-1445.66	10149.7	10149.7	0.500036	0.444328	0.257904	0.716922	Moon
2021-Feb-07 01:57:57.593	522000	7935.76	-6248.91	-1289.75	10182.8	10182.8	0.478178	0.462177	0.261715	0.714672	Moon
2021-Feb-07 02:07:57.593	522600	8215.97	-5966.49	-1131.69	10216.7	10216.7	0.455739	0.479084	0.265053	0.712371	Moon
2021-Feb-07 02:17:57.593	523200	8482.55	-5674.2	-971.776	10251.6	10251.6	0.432774	0.495035	0.267923	0.710025	Moon
2021-Feb-07 02:27:57.593	523800	8735.2	-5372.64	-810.278	10287.2	10287.2	0.409339	0.510019	0.270328	0.70764	Moon
2021-Feb-07 02:37:57.593	524400	8973.67	-5062.38	-647.475	10323.4	10323.4	0.385487	0.524027	0.272272	0.705221	Moon
2021-Feb-07 02:47:57.593	525000	9197.71	-4744	-483.642	10360.4	10360.4	0.361272	0.537054	0.273763	0.702774	Moon
2021-Feb-07 02:57:57.593	525600	9407.13	-4418.11	-319.049	10397.9	10397.9	0.336746	0.549097	0.274807	0.700303	Moon
2021-Feb-07 03:07:57.593	526200	9601.76	-4085.28	-153.961	10435.8	10435.8	0.311959	0.560155	0.275411	0.697813	Moon
2021-Feb-07 03:17:57.593	526800	9781.44	-3746.12	11.3588	10474.3	10474.3	0.28696	0.57023	0.275585	0.69531	Moon
2021-Feb-07 03:27:57.593	527400	9946.07	-3401.2	176.656	10513	10513	0.261797	0.579327	0.275337	0.692797	Moon
2021-Feb-07 03:37:57.593	528000	10095.6	-3051.12	341.681	10552.1	10552.1	0.236516	0.587452	0.274678	0.69028	Moon
2021-Feb-07 03:47:57.593	528600	10229.9	-2696.45	506.189	10591.4	10591.4	0.211162	0.594612	0.273616	0.687764	Moon
2021-Feb-07 03:57:57.593	529200	10349	-2337.78	669.943	10630.9	10630.9	0.185777	0.600818	0.272164	0.685251	Moon
2021-Feb-07 04:07:57.593	529800	10452.8	-1975.66	832.71	10670.4	10670.4	0.160401	0.606081	0.270331	0.682745	Moon
2021-Feb-07 04:17:57.593	530400	10541.5	-1610.67	994.266	10710	10710	0.135075	0.610413	0.26813	0.680252	Moon
2021-Feb-07 04:27:57.593	531000	10614.9	-1243.35	1154.39	10749.7	10749.7	0.109834	0.613829	0.265571	0.677774	Moon
2021-Feb-07 04:37:57.593	531600	10673.3	-874.251	1312.88	10789.2	10789.2	0.0847163	0.616343	0.262666	0.675314	Moon
2021-Feb-07 04:47:57.593	532200	10716.6	-503.913	1469.53	10828.6	10828.6	0.0597539	0.617973	0.259427	0.672877	Moon
2021-Feb-07 04:57:57.593	532800	10745	-132.858	1624.13	10867.9	10867.9	0.0349796	0.618733	0.255867	0.670464	Moon
2021-Feb-07 05:07:57.593	533400	10758.6	238.397	1776.5	10906.9	10906.9	0.0104238	0.618643	0.251996	0.668079	Moon
2021-Feb-07 05:17:57.593	534000	10757.6	609.347	1926.47	10945.7	10945.7	-0.0138847	0.61772	0.247827	0.665724	Moon
2021-Feb-07 05:27:57.593	534600	10742	979.498	2073.84	10984.1	10984.1	-0.0379185	0.615983	0.243371	0.663402	Moon
2021-Feb-07 05:37:57.593	535200	10712.1	1348.37	2218.46	11022.2	11022.2	-0.061652	0.613452	0.238641	0.661115	Moon
2021-Feb-07 05:47:57.593	535800	10668.1	1715.49	2360.16	11059.9	11059.9	-0.0850608	0.610146	0.233647	0.658866	Moon
2021-Feb-07 05:57:57.593	536400	10610.1	2080.39	2498.78	11097.2	11097.2	-0.108122	0.606084	0.228403	0.656655	Moon
2021-Feb-07 06:07:57.593	537000	10538.4	2442.64	2634.19	11133.9	11133.9	-0.130815	0.601288	0.222919	0.654486	Moon
2021-Feb-07 06:17:57.593	537600	10453.2	2801.79	2766.24	11170.1	11170.1	-0.153118	0.595776	0.217206	0.652359	Moon
2021-Feb-07 06:27:57.593	538200	10354.8	3157.43	2894.79	11205.8	11205.8	-0.175014	0.58957	0.211276	0.650277	Moon
2021-Feb-07 06:37:57.593	538800	10243.3	3509.14	3019.73	11240.9	11240.9	-0.196484	0.58269	0.205139	0.64824	Moon
2021-Feb-07 06:47:57.593	539400	10119.1	3856.53	3140.92	11275.4	11275.4	-0.217512	0.575156	0.198807	0.646251	Moon
2021-Feb-07 06:57:57.593	540000	9982.38	4199.2	3258.26	11309.2	11309.2	-0.238083	0.566988	0.19229	0.644309	Moon
2021-Feb-07 07:07:57.593	540600	9833.48	4536.79	3371.64	11342.3	11342.3	-0.258182	0.558207	0.185599	0.642417	Moon
2021-Feb-07 07:17:57.593	541200	9672.66	4868.93	3480.95	11374.7	11374.7	-0.277795	0.548832	0.178743	0.640575	Moon
2021-Feb-07 07:27:57.593	541800	9500.22	5195.28	3586.1	11406.4	11406.4	-0.296912	0.538884	0.171733	0.638783	Moon
2021-Feb-07 07:37:57.593	542400	9316.47	5515.48	3687	11437.3	11437.3	-0.315519	0.528382	0.164578	0.637044	Moon
2021-Feb-07 07:47:57.593	543000	9121.7	5829.23	3783.56	11467.4	11467.4	-0.333605	0.517345	0.157289	0.635357	Moon
2021-Feb-07 07:57:57.593	543600	8916.25	6136.19	3875.72	11496.7	11496.7	-0.351162	0.505794	0.149873	0.633723	Moon
2021-Feb-07 08:07:57.593	544200	8700.42	6436.08	3963.39	11525.1	11525.1	-0.36818	0.493746	0.142342	0.632142	Moon
2021-Feb-07 08:17:57.593	544800	8474.54	6728.59	4046.51	11552.7	11552.7	-0.38465	0.481222	0.134703	0.630615	Moon
2021-Feb-07 08:27:57.593	545400	8238.95	7013.45	4125.01	11579.5	11579.5	-0.400564	0.46824	0.126965	0.629143	Moon
2021-Feb-07 08:37:57.593	546000	7993.97	7290.39	4198.85	11605.3	11605.3	-0.415916	0.454817	0.119138	0.627725	Moon
2021-Feb-07 08:47:57.593	546600	7739.96	7559.15	4267.96	11630.3	11630.3	-0.430697	0.440973	0.111228	0.626362	Moon
2021-Feb-07 08:57:57.593	547200	7477.25	7819.48	4332.31	11654.3	11654.3	-0.444903	0.426725	0.103246	0.625054	Moon
2021-Feb-07 09:07:57.593	547800	7206.2	8071.14	4391.84	11677.4	11677.4	-0.458526	0.412091	0.0951977	0.623801	Moon
2021-Feb-07 09:17:57.593	548400	6927.14	8313.92	4446.53	11699.5	11699.5	-0.471563	0.397089	0.0870923	0.622604	Moon
2021-Feb-07 09:27:57.593	549000	6640.44	8547.58	4496.34	11720.7	11720.7	-0.484008	0.381734	0.0789372	0.621463	Moon
2021-Feb-07 09:37:57.593	549600	6346.45	8771.93	4541.25	11740.8	11740.8	-0.495857	0.366046	0.0707398	0.620377	Moon
2021-Feb-07 09:47:57.593	550200	6045.53	8986.77	4581.22	11760	11760	-0.507105	0.350039	0.0625077	0.619347	Moon
2021-Feb-07 09:57:57.593	550800	5738.04	9191.92	4616.25	11778.2	11778.2	-0.51775	0.333732	0.054248	0.618373	Moon
2021-Feb-07 10:07:57.593	551400	5424.35	9387.19	4646.32	11795.4	11795.4	-0.527787	0.317139	0.045968	0.617454	Moon
2021-Feb-07 10:17:57.593	552000	5104.82	9572.43	4671.41	11811.6	11811.6	-0.537214	0.300278	0.0376746	0.616591	Moon
2021-Feb-07 10:27:57.593	552600	4779.82	9747.48	4691.53	11826.7	11826.7	-0.546027	0.283164	0.0293746	0.615785	Moon
2021-Feb-07 10:37:57.593	553200	4449.71	9912.18	4706.66	11840.8	11840.8	-0.554225	0.265813	0.021075	0.615034	Moon
2021-Feb-07 10:47:57.593	553800	4114.87	10066.4	4716.82	11853.8	11853.8	-0.561806	0.24824	0.0127822	0.614339	Moon
