Date	Time	X	Y	Z	r_KA	Vx	Vy	Vz	V_KA	???? ??????? ??.
2021-Feb-08 04:47:57.593	618600	148989	315217	-159728	9881.82	-1.64085	0.551046	0.152732	0.735854	2.63173
2021-Feb-08 04:57:57.593	619200	161701	308744	-159634	9902.91	-1.61647	0.592092	0.161019	0.734367	2.84814
2021-Feb-08 05:07:57.593	619800	174132	301743	-159535	9925.59	-1.59039	0.632082	0.168857	0.732772	3.05865
2021-Feb-08 05:17:57.593	620400	186261	294228	-159431	9949.81	-1.56266	0.670956	0.176236	0.731073	3.26287
2021-Feb-08 05:27:57.593	621000	198067	286210	-159323	9975.5	-1.53335	0.70866	0.183148	0.729276	3.46046
2021-Feb-08 05:37:57.593	621600	209528	277704	-159211	10002.6	-1.50252	0.74514	0.189586	0.727386	3.65108
2021-Feb-08 05:47:57.593	622200	220624	268724	-159096	10031.1	-1.47023	0.780347	0.195545	0.72541	3.83441
2021-Feb-08 05:57:57.593	622800	231336	259287	-158977	10060.8	-1.43656	0.814233	0.201021	0.723351	4.01018
2021-Feb-08 06:07:57.593	623400	241645	249408	-158855	10091.7	-1.40158	0.846755	0.206014	0.721217	4.17812
2021-Feb-08 06:17:57.593	624000	251532	239106	-158730	10123.8	-1.36535	0.877872	0.210523	0.719014	4.33802
2021-Feb-08 06:27:57.593	624600	260981	228397	-158602	10157	-1.32796	0.907546	0.214549	0.716746	4.48967
2021-Feb-08 06:37:57.593	625200	269974	217302	-158472	10191.1	-1.28946	0.935742	0.218095	0.71442	4.63288
2021-Feb-08 06:47:57.593	625800	278495	205838	-158340	10226.2	-1.24994	0.962426	0.221165	0.712041	4.76751
2021-Feb-08 06:57:57.593	626400	286530	194027	-158207	10262.1	-1.20947	0.98757	0.223764	0.709617	4.89343
2021-Feb-08 07:07:57.593	627000	294064	181889	-158072	10298.8	-1.16812	1.01115	0.225899	0.707151	5.01054
2021-Feb-08 07:17:57.593	627600	301084	169445	-157936	10336.2	-1.12597	1.03313	0.227576	0.70465	5.11876
2021-Feb-08 07:27:57.593	628200	307577	156718	-157799	10374.2	-1.08308	1.0535	0.228803	0.70212	5.21803
2021-Feb-08 07:37:57.593	628800	313531	143729	-157661	10412.8	-1.03955	1.07224	0.22959	0.699565	5.30831
2021-Feb-08 07:47:57.593	629400	318937	130502	-157524	10451.9	-0.995431	1.08932	0.229946	0.696991	5.38961
2021-Feb-08 07:57:57.593	630000	323785	117059	-157386	10491.4	-0.950807	1.10475	0.229882	0.694404	5.46191
2021-Feb-08 08:07:57.593	630600	328065	103425	-157248	10531.2	-0.90575	1.1185	0.229408	0.691807	5.52526
2021-Feb-08 08:17:57.593	631200	331770	89623.4	-157110	10571.3	-0.860334	1.13056	0.228536	0.689207	5.5797
2021-Feb-08 08:27:57.593	631800	334894	75678.8	-156974	10611.6	-0.814631	1.14093	0.227276	0.686607	5.62529
2021-Feb-08 08:37:57.593	632400	337431	61615.7	-156838	10652	-0.768714	1.1496	0.225642	0.684012	5.6621
2021-Feb-08 08:47:57.593	633000	339377	47458.9	-156703	10692.5	-0.722655	1.15658	0.223645	0.681426	5.69024
2021-Feb-08 08:57:57.593	633600	340728	33233.5	-156569	10733.1	-0.676526	1.16185	0.221298	0.678853	5.70982
2021-Feb-08 09:07:57.593	634200	341481	18964.6	-156437	10773.6	-0.630398	1.16544	0.218614	0.676298	5.72095
2021-Feb-08 09:17:57.593	634800	341635	4677.49	-156307	10813.9	-0.584341	1.16733	0.215604	0.673763	5.72377
2021-Feb-08 09:27:57.593	635400	341190	-9602.65	-156179	10854.2	-0.538426	1.16753	0.212281	0.671252	5.71843
2021-Feb-08 09:37:57.593	636000	340147	-23850.5	-156053	10894.2	-0.49272	1.16606	0.208658	0.668769	5.70509
2021-Feb-08 09:47:57.593	636600	338507	-38040.9	-155928	10933.9	-0.447293	1.16293	0.204749	0.666317	5.6839
2021-Feb-08 09:57:57.593	637200	336273	-52148.7	-155807	10973.4	-0.402212	1.15815	0.200564	0.663898	5.65505
2021-Feb-08 10:07:57.593	637800	333450	-66148.9	-155688	11012.4	-0.357543	1.15174	0.196116	0.661515	5.61871
2021-Feb-08 10:17:57.593	638400	330042	-80016.7	-155572	11051.1	-0.313352	1.14371	0.191419	0.659171	5.57507
2021-Feb-08 10:27:57.593	639000	326055	-93727.6	-155458	11089.3	-0.269704	1.13408	0.186483	0.656869	5.52434
2021-Feb-08 10:37:57.593	639600	321496	-107257	-155348	11126.9	-0.226663	1.12289	0.18132	0.654609	5.4667
2021-Feb-08 10:47:57.593	640200	316375	-120582	-155241	11164.1	-0.184291	1.11015	0.175943	0.652395	5.40236
2021-Feb-08 10:57:57.593	640800	310698	-133677	-155137	11200.6	-0.142649	1.09589	0.170363	0.650228	5.33154
2021-Feb-08 11:07:57.593	641400	304477	-146521	-155036	11236.6	-0.101799	1.08014	0.16459	0.64811	5.25443
2021-Feb-08 11:17:57.593	642000	297723	-159090	-154939	11271.8	-0.0617991	1.06293	0.158637	0.646043	5.17126
2021-Feb-08 11:27:57.593	642600	290448	-171362	-154846	11306.4	-0.0227072	1.0443	0.152513	0.644028	5.08224
2021-Feb-08 11:37:57.593	643200	282665	-183315	-154756	11340.3	0.0154201	1.02428	0.14623	0.642066	4.98759
2021-Feb-08 11:47:57.593	643800	274387	-194928	-154670	11373.4	0.0525277	1.0029	0.139797	0.640158	4.88752
2021-Feb-08 11:57:57.593	644400	265629	-206180	-154589	11405.7	0.0885621	0.980213	0.133225	0.638306	4.78224
2021-Feb-08 12:07:57.593	645000	256407	-217052	-154511	11437.3	0.123471	0.956255	0.126524	0.636511	4.67199
2021-Feb-08 12:17:57.593	645600	246738	-227525	-154437	11467.9	0.157204	0.931069	0.119703	0.634772	4.55696
2021-Feb-08 12:27:57.593	646200	236638	-237579	-154367	11497.8	0.189713	0.904701	0.112771	0.633092	4.43738
2021-Feb-08 12:37:57.593	646800	226125	-247197	-154301	11526.7	0.220949	0.877199	0.105738	0.631471	4.31346
2021-Feb-08 12:47:57.593	647400	215219	-256362	-154240	11554.7	0.250869	0.848611	0.0986126	0.629908	4.18541
2021-Feb-08 12:57:57.593	648000	203939	-265058	-154183	11581.9	0.279428	0.818989	0.0914035	0.628405	4.05343
2021-Feb-08 13:07:57.593	648600	192304	-273269	-154130	11608	0.306585	0.788384	0.0841194	0.626963	3.91774
2021-Feb-08 13:17:57.593	649200	180336	-280980	-154082	11633.3	0.332301	0.756852	0.0767683	0.62558	3.77853
2021-Feb-08 13:27:57.593	649800	168055	-288179	-154038	11657.5	0.356537	0.724448	0.0693585	0.624259	3.63602
2021-Feb-08 13:37:57.593	650400	155485	-294853	-153999	11680.8	0.379259	0.69123	0.0618979	0.622997	3.49038
2021-Feb-08 13:47:57.593	651000	142646	-300989	-153964	11703	0.400433	0.657256	0.0543941	0.621797	3.34182
2021-Feb-08 13:57:57.593	651600	129563	-306577	-153934	11724.3	0.420028	0.622586	0.0468548	0.620658	3.19052
2021-Feb-08 14:07:57.593	652200	116258	-311607	-153908	11744.5	0.438015	0.587283	0.0392873	0.619579	3.03668
2021-Feb-08 14:17:57.593	652800	102755	-316071	-153887	11763.6	0.454369	0.551408	0.031699	0.618562	2.88046
2021-Feb-08 14:27:57.593	653400	89077.8	-319959	-153870	11781.8	0.469064	0.515026	0.0240968	0.617605	2.72206
2021-Feb-08 14:37:57.593	654000	75251.2	-323267	-153858	11798.8	0.48208	0.478203	0.0164879	0.616709	2.56164
2021-Feb-08 14:47:57.593	654600	61299.7	-325987	-153850	11814.8	0.493397	0.441003	0.00887885	0.615873	2.39938
2021-Feb-08 14:57:57.593	655200	47248.1	-328115	-153847	11829.8	0.502999	0.403494	0.00127654	0.615098	2.23544
2021-Feb-08 15:07:57.593	655800	33121.5	-329647	-153849	11843.6	0.510871	0.365745	-0.00631248	0.614383	2.06997
2021-Feb-08 15:17:57.593	656400	18944.9	-330581	-153855	11856.4	0.517003	0.327823	-0.0138817	0.613729	1.90315
2021-Feb-08 15:27:57.593	657000	4743.7	-330916	-153865	11868.1	0.521386	0.289797	-0.0214248	0.613134	1.73513
2021-Feb-08 15:37:57.593	657600	-9456.94	-330650	-153880	11878.7	0.524013	0.251738	-0.0289355	0.612598	1.56605
2021-Feb-08 15:47:57.593	658200	-23631.7	-329784	-153900	11888.2	0.524881	0.213715	-0.0364075	0.612122	1.39607
2021-Feb-08 15:57:57.593	658800	-37755.4	-328320	-153924	11896.6	0.52399	0.1758	-0.0438347	0.611705	1.22532
2021-Feb-08 16:07:57.593	659400	-51802.8	-326261	-153952	11903.9	0.521343	0.138062	-0.0512111	0.611347	1.05395
2021-Feb-08 16:17:57.593	660000	-65749	-323611	-153985	11910.1	0.516943	0.100573	-0.0585306	0.611047	0.882093
2021-Feb-08 16:27:57.593	660600	-79569.3	-320373	-154023	11915.2	0.510799	0.0634037	-0.0657873	0.610806	0.709888
2021-Feb-08 16:37:57.593	661200	-93238.9	-316555	-154064	11919.2	0.502922	0.0266247	-0.0729753	0.610623	0.537464
2021-Feb-08 16:47:57.593	661800	-106734	-312163	-154110	11922	0.493325	-0.00969333	-0.0800888	0.610498	0.36495
2021-Feb-08 16:57:57.593	662400	-120029	-307204	-154160	11923.8	0.482025	-0.0454802	-0.0871218	0.610431	0.192473
2021-Feb-08 17:07:57.593	663000	-133103	-301689	-154215	11924.5	0.469041	-0.0806659	-0.0940687	0.610421	0.0201396
2021-Feb-08 17:17:57.593	663600	-145930	-295626	-154273	11924.1	0.454395	-0.115181	-0.100924	0.610468	0.151864
2021-Feb-08 17:27:57.593	664200	-158489	-289026	-154336	11922.6	0.438112	-0.148958	-0.107681	0.610572	0.323488
2021-Feb-08 17:37:57.593	664800	-170758	-281902	-154402	11919.9	0.420219	-0.181928	-0.114335	0.610733	0.494584
2021-Feb-08 17:47:57.593	665400	-182713	-274266	-154473	11916.2	0.400748	-0.214024	-0.12088	0.610951	0.665035
2021-Feb-08 17:57:57.593	666000	-194335	-266131	-154548	11911.4	0.379731	-0.24518	-0.127309	0.611225	0.834722
2021-Feb-08 18:07:57.593	666600	-205602	-257513	-154626	11905.5	0.357206	-0.275332	-0.133619	0.611555	1.00353
2021-Feb-08 18:17:57.593	667200	-216495	-248426	-154708	11898.6	0.33321	-0.304416	-0.139801	0.611942	1.17134
2021-Feb-08 18:27:57.593	667800	-226994	-238888	-154794	11890.5	0.307785	-0.332371	-0.145852	0.612385	1.33803
2021-Feb-08 18:37:57.593	668400	-237081	-228914	-154883	11881.4	0.280976	-0.359134	-0.151765	0.612883	1.50349
2021-Feb-08 18:47:57.593	669000	-246737	-218522	-154976	11871.2	0.252829	-0.384648	-0.157534	0.613437	1.6676
2021-Feb-08 18:57:57.593	669600	-255946	-207732	-155072	11860	0.223394	-0.408856	-0.163154	0.614047	1.83024
2021-Feb-08 19:07:57.593	670200	-264691	-196562	-155171	11847.7	0.192723	-0.431701	-0.168618	0.614713	1.99129
2021-Feb-08 19:17:57.593	670800	-272957	-185031	-155274	11834.4	0.16087	-0.45313	-0.173922	0.615434	2.15063
2021-Feb-08 19:27:57.593	671400	-280729	-173162	-155380	11820	0.127892	-0.473092	-0.179058	0.61621	2.30814
2021-Feb-08 19:37:57.593	672000	-287993	-160974	-155489	11804.6	0.093848	-0.491538	-0.184021	0.617042	2.4637
2021-Feb-08 19:47:57.593	672600	-294736	-148489	-155601	11788.2	0.0587992	-0.508422	-0.188805	0.617928	2.61717
2021-Feb-08 19:57:57.593	673200	-300948	-135730	-155716	11770.7	0.0228091	-0.523697	-0.193404	0.61887	2.76843
2021-Feb-08 20:07:57.593	673800	-306615	-122719	-155833	11752.3	-0.0140568	-0.537323	-0.197812	0.619867	2.91735
2021-Feb-08 20:17:57.593	674400	-311729	-109479	-155953	11732.9	-0.0517309	-0.549261	-0.202023	0.620919	3.0638
2021-Feb-08 20:27:57.593	675000	-316280	-96033.4	-156075	11712.5	-0.0901439	-0.559473	-0.206031	0.622025	3.20764
2021-Feb-08 20:37:57.593	675600	-320261	-82406.4	-156200	11691.1	-0.129225	-0.567927	-0.209829	0.623186	3.34874
2021-Feb-08 20:47:57.593	676200	-323664	-68621.9	-156327	11668.8	-0.1689	-0.574591	-0.213411	0.624401	3.48694
2021-Feb-08 20:57:57.593	676800	-326483	-54704.4	-156456	11645.6	-0.209096	-0.579437	-0.216771	0.625671	3.62212
2021-Feb-08 21:07:57.593	677400	-328713	-40678.4	-156587	11621.4	-0.249737	-0.582441	-0.219903	0.626994	3.75412
2021-Feb-08 21:17:57.593	678000	-330351	-26568.9	-156720	11596.3	-0.290745	-0.583582	-0.222801	0.628371	3.88279
2021-Feb-08 21:27:57.593	678600	-331393	-12400.7	-156854	11570.3	-0.332043	-0.582841	-0.225457	0.629802	4.00798
2021-Feb-08 21:37:57.593	679200	-331837	1801.19	-156990	11543.5	-0.37355	-0.580203	-0.227866	0.631286	4.12953
2021-Feb-08 21:47:57.593	679800	-331683	16011.6	-157128	11515.8	-0.415186	-0.575657	-0.230021	0.632823	4.24729
2021-Feb-08 21:57:57.593	680400	-330931	30205.3	-157266	11487.2	-0.45687	-0.569195	-0.231916	0.634412	4.36108
2021-Feb-08 22:07:57.593	681000	-329581	44357.5	-157406	11457.9	-0.498521	-0.560813	-0.233544	0.636052	4.47076
2021-Feb-08 22:17:57.593	681600	-327638	58442.9	-157547	11427.8	-0.540056	-0.550511	-0.234899	0.637744	4.57615
2021-Feb-08 22:27:57.593	682200	-325103	72436.9	-157688	11396.8	-0.581392	-0.53829	-0.235974	0.639487	4.67708
2021-Feb-08 22:37:57.593	682800	-321981	86314.7	-157830	11365.2	-0.622446	-0.524158	-0.236763	0.64128	4.77338
2021-Feb-08 22:47:57.593	683400	-318278	100052	-157972	11332.8	-0.663135	-0.508125	-0.23726	0.643122	4.86487
2021-Feb-08 22:57:57.593	684000	-314000	113624	-158114	11299.8	-0.703377	-0.490205	-0.237458	0.645012	4.95138
2021-Feb-08 23:07:57.593	684600	-309155	127007	-158257	11266	-0.743089	-0.470417	-0.237351	0.64695	5.03273
2021-Feb-08 23:17:57.593	685200	-303751	140178	-158399	11231.7	-0.782188	-0.448782	-0.236933	0.648933	5.10874
2021-Feb-08 23:27:57.593	685800	-297797	153114	-158541	11196.7	-0.820593	-0.425327	-0.236198	0.650962	5.17923
2021-Feb-08 23:37:57.593	686400	-291304	165790	-158683	11161.2	-0.858224	-0.40008	-0.23514	0.653035	5.24402
2021-Feb-08 23:47:57.593	687000	-284284	178186	-158823	11125.1	-0.895	-0.373076	-0.233752	0.655151	5.30294
2021-Feb-08 23:57:57.593	687600	-276748	190280	-158963	11088.5	-0.930842	-0.344351	-0.23203	0.657307	5.3558
2021-Feb-09 00:07:57.593	688200	-272145	197397	-159102	11051.5	-0.960131	-0.330513	-0.229968	0.659502	5.40242
2021-Feb-09 00:17:57.593	688800	-263816	208967	-159239	11014	-0.994422	-0.299061	-0.227561	0.661735	5.44263
2021-Feb-09 00:27:57.593	689400	-255008	220180	-159375	10976.2	-1.02758	-0.266004	-0.224803	0.664003	5.47626
2021-Feb-09 00:37:57.593	690000	-245735	231016	-159509	10938	-1.05953	-0.231394	-0.221691	0.666305	5.50313
2021-Feb-09 00:47:57.593	690600	-236014	241458	-159641	10899.5	-1.0902	-0.195285	-0.21822	0.668638	5.52307
2021-Feb-09 00:57:57.593	691200	-225863	251485	-159770	10860.8	-1.11953	-0.157737	-0.214386	0.670999	5.53593
2021-Feb-09 01:07:57.593	691800	-215297	261081	-159898	10821.8	-1.14744	-0.118812	-0.210185	0.673387	5.54154
2021-Feb-09 01:17:57.593	692400	-204337	270228	-160022	10782.8	-1.17387	-0.0785748	-0.205615	0.675798	5.53976
2021-Feb-09 01:27:57.593	693000	-193002	278911	-160144	10743.6	-1.19876	-0.037096	-0.200673	0.678229	5.53044
2021-Feb-09 01:37:57.593	693600	-181310	287113	-160263	10704.3	-1.22205	0.00555233	-0.195357	0.680677	5.51344
2021-Feb-09 01:47:57.593	694200	-169282	294822	-160379	10665.1	-1.24369	0.0492943	-0.189666	0.68314	5.48864
2021-Feb-09 01:57:57.593	694800	-156940	302022	-160491	10625.9	-1.26361	0.094051	-0.183599	0.685613	5.45591
2021-Feb-09 02:07:57.593	695400	-144305	308701	-160599	10586.9	-1.28178	0.139741	-0.177156	0.688092	5.41516
2021-Feb-09 02:17:57.593	696000	-131399	314848	-160703	10548	-1.29815	0.186279	-0.170338	0.690575	5.36629
2021-Feb-09 02:27:57.593	696600	-118245	320451	-160803	10509.4	-1.31266	0.233578	-0.163147	0.693056	5.30921
2021-Feb-09 02:37:57.593	697200	-104864	325500	-160899	10471.1	-1.3253	0.281548	-0.155586	0.695532	5.24385
2021-Feb-09 02:47:57.593	697800	-91282	329987	-160990	10433.2	-1.33601	0.330099	-0.147657	0.697999	5.17018
2021-Feb-09 02:57:57.593	698400	-77521.1	333903	-161076	10395.7	-1.34478	0.379135	-0.139367	0.700451	5.08813
2021-Feb-09 03:07:57.593	699000	-63605.6	337242	-161157	10358.6	-1.35157	0.428561	-0.130719	0.702884	4.9977
2021-Feb-09 03:17:57.593	699600	-49560	339997	-161233	10322.2	-1.35636	0.47828	-0.121721	0.705293	4.89889
2021-Feb-09 03:27:57.593	700200	-35408.7	342163	-161303	10286.4	-1.35914	0.528193	-0.112381	0.707673	4.79171
2021-Feb-09 03:37:57.593	700800	-21176.4	343736	-161368	10251.3	-1.35989	0.578201	-0.102709	0.710019	4.67619
2021-Feb-09 03:47:57.593	701400	-6888.02	344714	-161426	10217	-1.35861	0.628203	-0.0927133	0.712326	4.5524
2021-Feb-09 03:57:57.593	702000	7431.57	345094	-161479	10183.5	-1.35528	0.678099	-0.082407	0.714588	4.42041
2021-Feb-09 04:07:57.593	702600	21757.3	344875	-161525	10150.9	-1.34992	0.727786	-0.0718029	0.716801	4.28033
2021-Feb-09 04:17:57.593	703200	36064.2	344058	-161565	10119.3	-1.34252	0.777165	-0.0609152	0.718957	4.13228
2021-Feb-09 04:27:57.593	703800	50327.1	342644	-161598	10088.7	-1.3331	0.826135	-0.0497597	0.721053	3.97642
2021-Feb-09 04:37:57.593	704400	64521.2	340635	-161625	10059.3	-1.32167	0.874595	-0.0383533	0.723082	3.81291
2021-Feb-09 04:47:57.593	705000	78621.6	338033	-161644	10031.1	-1.30825	0.922447	-0.0267146	0.725039	3.64195
2021-Feb-09 04:57:57.593	705600	92603.6	334845	-161657	10004.1	-1.29287	0.969593	-0.0148631	0.726918	3.46377
2021-Feb-09 05:07:57.593	706200	106443	331073	-161662	9978.38	-1.27555	1.01594	-0.00281996	0.728715	3.27862
2021-Feb-09 05:17:57.593	706800	120115	326726	-161660	9954.07	-1.25633	1.06139	0.00939267	0.730423	3.08676
2021-Feb-09 05:27:57.593	707400	133596	321810	-161651	9931.2	-1.23525	1.10585	0.0217513	0.732038	2.8885
2021-Feb-09 05:37:57.593	708000	146862	316334	-161634	9909.82	-1.21235	1.14924	0.0342315	0.733554	2.68416
2021-Feb-09 05:47:57.593	708600	159890	310306	-161610	9889.99	-1.18767	1.19147	0.0468076	0.734966	2.47409
2021-Feb-09 05:57:57.593	709200	172656	303738	-161578	9871.77	-1.16126	1.23245	0.0594532	0.736271	2.25865
2021-Feb-09 06:07:57.593	709800	185140	296640	-161538	9855.19	-1.13319	1.27211	0.072141	0.737464	2.03823
2021-Feb-09 06:17:57.593	710400	197318	289024	-161491	9840.31	-1.1035	1.31038	0.0848429	0.73854	1.81326
2021-Feb-09 06:27:57.593	711000	209169	280903	-161436	9827.16	-1.07225	1.34717	0.0975305	0.739497	1.58416
2021-Feb-09 06:37:57.593	711600	220672	272292	-161374	9815.78	-1.03952	1.38243	0.110175	0.74033	1.35139
2021-Feb-09 06:47:57.593	712200	231807	263204	-161304	9806.22	-1.00536	1.41609	0.122746	0.741036	1.11541
2021-Feb-09 06:57:57.593	712800	242554	253657	-161227	9798.48	-0.969847	1.44809	0.135216	0.741613	0.876696
2021-Feb-09 07:07:57.593	713400	252894	243665	-161142	9792.61	-0.933052	1.47838	0.147555	0.74206	0.635757
2021-Feb-09 07:17:57.593	714000	262808	233246	-161050	9788.61	-0.895047	1.50691	0.159734	0.742372	0.393093
2021-Feb-09 07:27:57.593	714600	272280	222419	-160950	9786.5	-0.855909	1.53364	0.171724	0.742551	0.14922
2021-Feb-09 07:37:57.593	715200	281292	211202	-160844	9786.29	-0.815714	1.55852	0.183498	0.742594	0.0953244
2021-Feb-09 07:47:57.593	715800	289828	199614	-160730	9787.98	-0.77454	1.58153	0.195027	0.742501	0.340044
2021-Feb-09 07:57:57.593	716400	297872	187676	-160610	9791.58	-0.732466	1.60263	0.206287	0.742273	0.58439
2021-Feb-09 08:07:57.593	717000	305411	175408	-160483	9797.06	-0.689574	1.6218	0.217251	0.741909	0.827837
2021-Feb-09 08:17:57.593	717600	312432	162831	-160349	9804.43	-0.645942	1.63901	0.227895	0.741411	1.06986
2021-Feb-09 08:27:57.593	718200	318920	149968	-160209	9813.67	-0.601652	1.65426	0.238196	0.740781	1.30994
2021-Feb-09 08:37:57.593	718800	324865	136841	-160063	9824.75	-0.556785	1.66753	0.248133	0.740019	1.54756
2021-Feb-09 08:47:57.593	719400	330255	123472	-159912	9837.64	-0.511421	1.67882	0.257687	0.739129	1.78222
2021-Feb-09 08:57:57.593	720000	335082	109885	-159754	9852.32	-0.465641	1.68812	0.266839	0.738112	2.01342
2021-Feb-09 09:07:57.593	720600	339335	96104	-159591	9868.75	-0.419525	1.69543	0.275571	0.736973	2.24069
2021-Feb-09 09:17:57.593	721200	343009	82152.9	-159424	9886.88	-0.373152	1.70076	0.283871	0.735715	2.46356
2021-Feb-09 09:27:57.593	721800	346094	68056.1	-159251	9906.68	-0.3266	1.70413	0.291723	0.734341	2.68158
2021-Feb-09 09:37:57.593	722400	348586	53838.3	-159074	9928.09	-0.279947	1.70553	0.299118	0.732856	2.89433
2021-Feb-09 09:47:57.593	723000	350481	39524.6	-158892	9951.07	-0.233269	1.70499	0.306046	0.731265	3.1014
2021-Feb-09 09:57:57.593	723600	351773	25140	-158706	9975.55	-0.186642	1.70253	0.312498	0.729571	3.3024
2021-Feb-09 10:07:57.593	724200	352462	10710	-158517	10001.5	-0.14014	1.69817	0.31847	0.72778	3.49697
2021-Feb-09 10:17:57.593	724800	352545	-3740.2	-158324	10028.8	-0.0938346	1.69193	0.323956	0.725896	3.68475
2021-Feb-09 10:27:57.593	725400	352021	-18185	-158129	10057.4	-0.047798	1.68384	0.328955	0.723926	3.86544
2021-Feb-09 10:37:57.593	726000	350892	-32599	-157930	10087.3	-0.00209981	1.67394	0.333465	0.721875	4.03873
2021-Feb-09 10:47:57.593	726600	349159	-46956.6	-157728	10118.4	0.0431914	1.66224	0.337486	0.719748	4.20437
2021-Feb-09 10:57:57.593	727200	346825	-61232.5	-157525	10150.6	0.0880088	1.64879	0.341022	0.717551	4.3621
2021-Feb-09 11:07:57.593	727800	343893	-75401.6	-157319	10183.9	0.132287	1.63363	0.344075	0.71529	4.5117
2021-Feb-09 11:17:57.593	728400	340369	-89438.6	-157112	10218.1	0.175962	1.61678	0.346649	0.712969	4.65297
2021-Feb-09 11:27:57.593	729000	336259	-103319	-156903	10253.3	0.218972	1.59829	0.348752	0.710596	4.78575
2021-Feb-09 11:37:57.593	729600	331569	-117017	-156694	10289.3	0.261256	1.57821	0.350389	0.708176	4.9099
2021-Feb-09 11:47:57.593	730200	326308	-130510	-156483	10326	0.302755	1.55656	0.351569	0.705714	5.02527
2021-Feb-09 11:57:57.593	730800	320484	-143773	-156272	10363.4	0.343412	1.53341	0.3523	0.703215	5.13178
2021-Feb-09 12:07:57.593	731400	314108	-156783	-156060	10401.4	0.38317	1.50879	0.352592	0.700686	5.22935
2021-Feb-09 12:17:57.593	732000	307191	-169516	-155849	10440	0.421977	1.48274	0.352456	0.698132	5.31793
2021-Feb-09 12:27:57.593	732600	299744	-181950	-155638	10479.1	0.459779	1.45533	0.351902	0.695558	5.39747
2021-Feb-09 12:37:57.593	733200	291782	-194063	-155427	10518.5	0.496525	1.42659	0.350941	0.692969	5.46797
2021-Feb-09 12:47:57.593	733800	283317	-205834	-155216	10558.3	0.532168	1.39658	0.349587	0.69037	5.52943
2021-Feb-09 12:57:57.593	734400	274365	-217240	-155007	10598.3	0.566659	1.36534	0.34785	0.687766	5.58188
2021-Feb-09 13:07:57.593	735000	264941	-228262	-154799	10638.5	0.599953	1.33294	0.345744	0.685162	5.62537
2021-Feb-09 13:17:57.593	735600	255062	-238881	-154592	10678.9	0.632006	1.29943	0.343281	0.682562	5.65994
2021-Feb-09 13:27:57.593	736200	244745	-249077	-154387	10719.3	0.662777	1.26485	0.340474	0.679971	5.68569
2021-Feb-09 13:37:57.593	736800	234008	-258832	-154184	10759.7	0.692225	1.22928	0.337337	0.677392	5.70269
2021-Feb-09 13:47:57.593	737400	222871	-268129	-153983	10800	0.720312	1.19275	0.333882	0.67483	5.71107
2021-Feb-09 13:57:57.593	738000	211352	-276951	-153783	10840.3	0.747003	1.15534	0.330123	0.672289	5.71093
2021-Feb-09 14:07:57.593	738600	199473	-285283	-153586	10880.3	0.772263	1.11709	0.326072	0.669771	5.70242
2021-Feb-09 14:17:57.593	739200	187254	-293109	-153392	10920.1	0.79606	1.07807	0.321743	0.667282	5.68567
2021-Feb-09 14:27:57.593	739800	174717	-300415	-153200	10959.6	0.818363	1.03835	0.317149	0.664823	5.66084
2021-Feb-09 14:37:57.593	740400	161884	-307189	-153012	10998.8	0.839145	0.997972	0.312301	0.662398	5.6281
2021-Feb-09 14:47:57.593	741000	148778	-313418	-152826	11037.6	0.85838	0.957009	0.307214	0.66001	5.58762
2021-Feb-09 14:57:57.593	741600	135421	-319091	-152643	11075.9	0.876044	0.915521	0.301899	0.657662	5.53959
2021-Feb-09 15:07:57.593	742200	121839	-324199	-152463	11113.7	0.892116	0.873573	0.296368	0.655356	5.4842
2021-Feb-09 15:17:57.593	742800	108053	-328731	-152287	11151	0.906576	0.831228	0.290634	0.653094	5.42164
2021-Feb-09 15:27:57.593	743400	94090.4	-332680	-152115	11187.8	0.919408	0.788551	0.284707	0.65088	5.35213
2021-Feb-09 15:37:57.593	744000	79974.2	-336038	-151946	11223.9	0.930596	0.745607	0.2786	0.648714	5.27587
2021-Feb-09 15:47:57.593	744600	65730	-338800	-151780	11259.3	0.94013	0.702463	0.272324	0.646599	5.19307
2021-Feb-09 15:57:57.593	745200	51383	-340961	-151619	11294.1	0.947999	0.659184	0.26589	0.644537	5.10396
2021-Feb-09 16:07:57.593	745800	36958.7	-342517	-151461	11328.1	0.954196	0.615836	0.259307	0.642529	5.00876
2021-Feb-09 16:17:57.593	746400	22482.7	-343464	-151308	11361.4	0.958716	0.572488	0.252588	0.640577	4.9077
2021-Feb-09 16:27:57.593	747000	7980.74	-343802	-151158	11393.9	0.961558	0.529205	0.245741	0.638682	4.801
2021-Feb-09 16:37:57.593	747600	-6521.48	-343530	-151013	11425.5	0.962721	0.486054	0.238778	0.636846	4.68889
2021-Feb-09 16:47:57.593	748200	-20998.2	-342647	-150872	11456.3	0.962208	0.443104	0.231707	0.635069	4.57161
2021-Feb-09 16:57:57.593	748800	-35423.6	-341156	-150735	11486.3	0.960025	0.400421	0.224538	0.633352	4.44939
2021-Feb-09 17:07:57.593	749400	-49772.1	-339059	-150602	11515.3	0.956181	0.358072	0.217279	0.631697	4.32246
2021-Feb-09 17:17:57.593	750000	-64018.2	-336361	-150474	11543.4	0.950685	0.316124	0.209941	0.630104	4.19106
2021-Feb-09 17:27:57.593	750600	-78136.6	-333064	-150350	11570.5	0.943552	0.274643	0.202532	0.628574	4.05541
