Date	Time	a	ecc	inc	RAAN	omega	tau	theta	??????? ?????
2021-Feb-02 16:57:57.593	144000	10866.2	0.0867315	6.50158	245.042	2.43181	101767	154.177	Moon
2021-Feb-02 17:07:57.593	144600	10863.8	0.0869638	6.50368	244.944	2.39298	101770	156.048	Moon
2021-Feb-02 17:17:57.593	145200	10861.4	0.0871955	6.50574	244.846	2.35425	101772	157.913	Moon
2021-Feb-02 17:27:57.593	145800	10859	0.0874262	6.50777	244.749	2.3158	101775	159.772	Moon
2021-Feb-02 17:37:57.593	146400	10856.7	0.0876552	6.50974	244.652	2.2778	101778	161.626	Moon
2021-Feb-02 17:47:57.593	147000	10854.3	0.0878816	6.51167	244.556	2.24037	101782	163.475	Moon
2021-Feb-02 17:57:57.593	147600	10852	0.0881049	6.51353	244.462	2.20359	101785	165.32	Moon
2021-Feb-02 18:07:57.593	148200	10849.7	0.0883244	6.51534	244.367	2.16753	101788	167.16	Moon
2021-Feb-02 18:17:57.593	148800	10847.5	0.0885394	6.51708	244.273	2.13222	101792	168.996	Moon
2021-Feb-02 18:27:57.593	149400	10845.3	0.0887492	6.51875	244.18	2.09766	101795	170.829	Moon
2021-Feb-02 18:37:57.593	150000	10843.2	0.0889532	6.52035	244.088	2.06383	101799	172.658	Moon
2021-Feb-02 18:47:57.593	150600	10841.2	0.0891507	6.52186	243.996	2.03067	101802	174.485	Moon
2021-Feb-02 18:57:57.593	151200	10839.3	0.0893413	6.5233	243.904	1.99811	101804	176.309	Moon
2021-Feb-02 19:07:57.593	151800	10837.4	0.0895243	6.52465	243.813	1.96603	101807	178.131	Moon
2021-Feb-02 19:17:57.593	152400	10835.7	0.0896991	6.52591	243.722	1.93431	101809	179.953	Moon
2021-Feb-02 19:27:57.593	153000	10834	0.0898654	6.52709	243.631	1.9028	101810	181.773	Moon
2021-Feb-02 19:37:57.593	153600	10832.5	0.0900226	6.52817	243.541	1.87135	101810	183.593	Moon
2021-Feb-02 19:47:57.593	154200	10831.1	0.0901703	6.52917	243.451	1.83975	101810	185.414	Moon
2021-Feb-02 19:57:57.593	154800	10829.8	0.0903083	6.53007	243.361	1.80783	101809	187.236	Moon
2021-Feb-02 20:07:57.593	155400	10828.6	0.0904361	6.53087	243.271	1.77536	101806	189.06	Moon
2021-Feb-02 20:17:57.593	156000	10827.6	0.0905536	6.53159	243.181	1.74213	101803	190.886	Moon
2021-Feb-02 20:27:57.593	156600	10826.7	0.0906605	6.53221	243.091	1.70791	101798	192.715	Moon
2021-Feb-02 20:37:57.593	157200	10825.9	0.0907566	6.53273	243.001	1.67247	101792	194.548	Moon
2021-Feb-02 20:47:57.593	157800	10825.3	0.090842	6.53317	242.911	1.63558	101784	196.385	Moon
2021-Feb-02 20:57:57.593	158400	10824.8	0.0909165	6.53351	242.821	1.59699	101775	198.227	Moon
2021-Feb-02 21:07:57.593	159000	10824.4	0.0909801	6.53377	242.731	1.55648	101764	200.075	Moon
2021-Feb-02 21:17:57.593	159600	10824.3	0.091033	6.53394	242.64	1.51382	101751	201.928	Moon
2021-Feb-02 21:27:57.593	160200	10824.2	0.0910753	6.53402	242.55	1.46878	101736	203.789	Moon
2021-Feb-02 21:37:57.593	160800	10824.3	0.0911071	6.53403	242.458	1.42115	101719	205.657	Moon
2021-Feb-02 21:47:57.593	161400	10824.5	0.0911287	6.53395	242.367	1.37072	101700	207.534	Moon
2021-Feb-02 21:57:57.593	162000	10824.9	0.0911403	6.5338	242.275	1.31732	101679	209.419	Moon
2021-Feb-02 22:07:57.593	162600	10825.4	0.0911423	6.53358	242.183	1.26077	101656	211.314	Moon
2021-Feb-02 22:17:57.593	163200	10826.1	0.0911351	6.5333	242.09	1.20092	101630	213.218	Moon
2021-Feb-02 22:27:57.593	163800	10826.9	0.091119	6.53295	241.996	1.13764	101603	215.133	Moon
2021-Feb-02 22:37:57.593	164400	10827.9	0.0910946	6.53254	241.902	1.07081	101573	217.059	Moon
2021-Feb-02 22:47:57.593	165000	10828.9	0.0910622	6.53208	241.808	1.00036	101540	218.996	Moon
2021-Feb-02 22:57:57.593	165600	10830.1	0.0910225	6.53157	241.713	0.926226	101506	220.945	Moon
2021-Feb-02 23:07:57.593	166200	10831.4	0.090976	6.53102	241.617	0.848378	101469	222.907	Moon
2021-Feb-02 23:17:57.593	166800	10832.9	0.0909232	6.53042	241.521	0.766818	101430	224.881	Moon
2021-Feb-02 23:27:57.593	167400	10834.4	0.0908647	6.5298	241.424	0.681577	101389	226.868	Moon
2021-Feb-02 23:37:57.593	168000	10836.1	0.0908011	6.52915	241.326	0.592721	101345	228.869	Moon
2021-Feb-02 23:47:57.593	168600	10837.8	0.090733	6.52848	241.227	0.500344	101300	230.883	Moon
2021-Feb-02 23:57:57.593	169200	10839.7	0.090661	6.5278	241.128	0.404576	101252	232.911	Moon
2021-Feb-03 00:07:57.593	169800	10841.6	0.0905857	6.52711	241.029	0.305582	101203	234.954	Moon
2021-Feb-03 00:17:57.593	170400	10843.6	0.0905076	6.52641	240.928	0.203556	101152	237.01	Moon
2021-Feb-03 00:27:57.593	171000	10845.7	0.0904273	6.52572	240.827	0.0987284	101099	239.08	Moon
2021-Feb-03 00:37:57.593	171600	10847.8	0.0903454	6.52503	240.725	359.991	101045	241.165	Moon
2021-Feb-03 00:47:57.593	172200	10850	0.0902623	6.52436	240.623	359.882	100989	243.265	Moon
2021-Feb-03 00:57:57.593	172800	10852.2	0.0901785	6.52371	240.519	359.77	100933	245.378	Moon
2021-Feb-03 01:07:57.593	173400	10854.5	0.0900944	6.52309	240.415	359.657	100876	247.506	Moon
2021-Feb-03 01:17:57.593	174000	10856.7	0.0900104	6.5225	240.311	359.543	100818	249.649	Moon
2021-Feb-03 01:27:57.593	174600	10859	0.0899269	6.52195	240.206	359.428	100759	251.805	Moon
2021-Feb-03 01:37:57.593	175200	10861.3	0.0898441	6.52144	240.1	359.312	100700	253.975	Moon
2021-Feb-03 01:47:57.593	175800	10863.6	0.0897622	6.52097	239.994	359.196	100641	256.159	Moon
2021-Feb-03 01:57:57.593	176400	10865.8	0.0896815	6.52056	239.888	359.081	100583	258.356	Moon
2021-Feb-03 02:07:57.593	177000	10868	0.089602	6.52021	239.78	358.967	100525	260.567	Moon
2021-Feb-03 02:17:57.593	177600	10870.2	0.0895237	6.51991	239.673	358.854	100468	262.79	Moon
2021-Feb-03 02:27:57.593	178200	10872.3	0.0894466	6.51968	239.565	358.743	100411	265.027	Moon
2021-Feb-03 02:37:57.593	178800	10874.3	0.0893706	6.51952	239.457	358.634	100356	267.275	Moon
2021-Feb-03 02:47:57.593	179400	10876.3	0.0892956	6.51943	239.348	358.528	100303	269.536	Moon
2021-Feb-03 02:57:57.593	180000	10878.2	0.0892214	6.51942	239.239	358.425	100251	271.808	Moon
2021-Feb-03 03:07:57.593	180600	10880	0.0891476	6.51948	239.13	358.325	100201	274.092	Moon
2021-Feb-03 03:17:57.593	181200	10881.6	0.089074	6.51963	239.021	358.229	100153	276.387	Moon
2021-Feb-03 03:27:57.593	181800	10883.2	0.0890003	6.51985	238.911	358.137	100108	278.693	Moon
2021-Feb-03 03:37:57.593	182400	10884.7	0.0889258	6.52016	238.802	358.05	100066	281.009	Moon
2021-Feb-03 03:47:57.593	183000	10886	0.0888503	6.52055	238.693	357.967	100026	283.336	Moon
2021-Feb-03 03:57:57.593	183600	10887.1	0.0887733	6.52102	238.583	357.889	99989.2	285.672	Moon
2021-Feb-03 04:07:57.593	184200	10888.2	0.0886942	6.52158	238.474	357.817	99955.7	288.018	Moon
2021-Feb-03 04:17:57.593	184800	10889	0.0886124	6.52221	238.365	357.749	99925.5	290.374	Moon
2021-Feb-03 04:27:57.593	185400	10889.7	0.0885276	6.52293	238.256	357.687	99898.7	292.738	Moon
2021-Feb-03 04:37:57.593	186000	10890.3	0.0884391	6.52374	238.148	357.63	99875.5	295.112	Moon
2021-Feb-03 04:47:57.593	186600	10890.7	0.0883464	6.52462	238.039	357.578	99855.8	297.495	Moon
2021-Feb-03 04:57:57.593	187200	10890.9	0.088249	6.52557	237.931	357.532	99839.8	299.886	Moon
2021-Feb-03 05:07:57.593	187800	10890.9	0.0881465	6.5266	237.824	357.491	99827.4	302.285	Moon
2021-Feb-03 05:17:57.593	188400	10890.8	0.0880385	6.5277	237.717	357.455	99818.7	304.693	Moon
2021-Feb-03 05:27:57.593	189000	10890.5	0.0879244	6.52886	237.611	357.423	99813.7	307.109	Moon
2021-Feb-03 05:37:57.593	189600	10890	0.0878041	6.53009	237.505	357.396	99812.2	309.532	Moon
2021-Feb-03 05:47:57.593	190200	10889.3	0.0876773	6.53137	237.4	357.374	99814.2	311.964	Moon
2021-Feb-03 05:57:57.593	190800	10888.5	0.0875437	6.53271	237.295	357.355	99819.7	314.403	Moon
2021-Feb-03 06:07:57.593	191400	10887.5	0.0874033	6.53409	237.191	357.34	99828.3	316.85	Moon
2021-Feb-03 06:17:57.593	192000	10886.3	0.087256	6.53551	237.088	357.329	99840.2	319.305	Moon
2021-Feb-03 06:27:57.593	192600	10885	0.0871018	6.53698	236.985	357.32	99854.9	321.767	Moon
2021-Feb-03 06:37:57.593	193200	10883.5	0.0869409	6.53847	236.883	357.314	99872.4	324.236	Moon
2021-Feb-03 06:47:57.593	193800	10881.9	0.0867735	6.53998	236.782	357.31	99892.5	326.711	Moon
2021-Feb-03 06:57:57.593	194400	10880.2	0.0865999	6.54152	236.682	357.307	99915	329.194	Moon
2021-Feb-03 07:07:57.593	195000	10878.3	0.0864206	6.54306	236.582	357.306	99939.5	331.684	Moon
2021-Feb-03 07:17:57.593	195600	10876.4	0.0862361	6.54461	236.483	357.306	99965.9	334.179	Moon
2021-Feb-03 07:27:57.593	196200	10874.3	0.0860468	6.54615	236.385	357.307	99994	336.681	Moon
2021-Feb-03 07:37:57.593	196800	10872.2	0.0858535	6.54769	236.288	357.307	100023	339.188	Moon
2021-Feb-03 07:47:57.593	197400	10870	0.0856569	6.54921	236.192	357.308	100054	341.701	Moon
2021-Feb-03 07:57:57.593	198000	10867.7	0.0854578	6.55071	236.096	357.309	100085	344.218	Moon
2021-Feb-03 08:07:57.593	198600	10865.4	0.0852571	6.55218	236.001	357.309	100117	346.74	Moon
2021-Feb-03 08:17:57.593	199200	10863.1	0.0850556	6.55362	235.907	357.308	100149	349.265	Moon
2021-Feb-03 08:27:57.593	199800	10860.7	0.0848544	6.55502	235.813	357.307	100182	351.793	Moon
2021-Feb-03 08:37:57.593	200400	10858.4	0.0846543	6.55637	235.72	357.304	100214	354.324	Moon
2021-Feb-03 08:47:57.593	201000	10856	0.0844564	6.55767	235.627	357.301	100246	356.857	Moon
2021-Feb-03 08:57:57.593	201600	10853.7	0.0842616	6.55891	235.535	357.298	100278	359.39	Moon
2021-Feb-03 09:07:57.593	202200	10851.4	0.0840709	6.5601	235.444	357.294	201744	1.92396	Moon
2021-Feb-03 09:17:57.593	202800	10849.3	0.0838854	6.56122	235.353	357.289	201743	4.45661	Moon
2021-Feb-03 09:27:57.593	203400	10847.1	0.0837058	6.56227	235.262	357.284	201742	6.98743	Moon
2021-Feb-03 09:37:57.593	204000	10845.1	0.0835331	6.56324	235.172	357.28	201741	9.51543	Moon
2021-Feb-03 09:47:57.593	204600	10843.2	0.083368	6.56414	235.082	357.276	201740	12.0396	Moon
2021-Feb-03 09:57:57.593	205200	10841.3	0.0832114	6.56497	234.992	357.273	201739	14.5587	Moon
2021-Feb-03 10:07:57.593	205800	10839.7	0.0830639	6.56571	234.903	357.271	201739	17.0719	Moon
2021-Feb-03 10:17:57.593	206400	10838.1	0.0829261	6.56638	234.813	357.271	201739	19.5779	Moon
2021-Feb-03 10:27:57.593	207000	10836.7	0.0827986	6.56696	234.724	357.274	201740	22.0757	Moon
2021-Feb-03 10:37:57.593	207600	10835.4	0.0826816	6.56747	234.634	357.28	201742	24.564	Moon
2021-Feb-03 10:47:57.593	208200	10834.4	0.0825755	6.56789	234.545	357.289	201744	27.042	Moon
2021-Feb-03 10:57:57.593	208800	10833.5	0.0824806	6.56824	234.455	357.302	201747	29.5084	Moon
2021-Feb-03 11:07:57.593	209400	10832.7	0.082397	6.5685	234.365	357.32	201751	31.9622	Moon
2021-Feb-03 11:17:57.593	210000	10832.2	0.0823246	6.56869	234.275	357.343	201757	34.4025	Moon
2021-Feb-03 11:27:57.593	210600	10831.8	0.0822634	6.56881	234.185	357.372	201763	36.8283	Moon
2021-Feb-03 11:37:57.593	211200	10831.6	0.0822132	6.56886	234.094	357.406	201771	39.2387	Moon
2021-Feb-03 11:47:57.593	211800	10831.6	0.0821738	6.56884	234.003	357.447	201781	41.633	Moon
2021-Feb-03 11:57:57.593	212400	10831.8	0.0821448	6.56875	233.911	357.495	201791	44.0103	Moon
2021-Feb-03 12:07:57.593	213000	10832.2	0.0821258	6.56862	233.819	357.55	201804	46.3701	Moon
2021-Feb-03 12:17:57.593	213600	10832.8	0.0821164	6.56842	233.726	357.612	201818	48.7117	Moon
2021-Feb-03 12:27:57.593	214200	10833.6	0.082116	6.56818	233.632	357.682	201834	51.0348	Moon
2021-Feb-03 12:37:57.593	214800	10834.5	0.0821242	6.5679	233.538	357.759	201851	53.3388	Moon
2021-Feb-03 12:47:57.593	215400	10835.6	0.0821402	6.56758	233.443	357.844	201870	55.6236	Moon
2021-Feb-03 12:57:57.593	216000	10836.9	0.0821635	6.56724	233.348	357.937	201891	57.8889	Moon
2021-Feb-03 13:07:57.593	216600	10838.3	0.0821934	6.56686	233.251	358.038	201914	60.1347	Moon
2021-Feb-03 13:17:57.593	217200	10839.9	0.0822293	6.56647	233.154	358.146	201938	62.3608	Moon
2021-Feb-03 13:27:57.593	217800	10841.7	0.0822705	6.56607	233.057	358.261	201963	64.5674	Moon
2021-Feb-03 13:37:57.593	218400	10843.5	0.0823165	6.56567	232.958	358.383	201990	66.7547	Moon
2021-Feb-03 13:47:57.593	219000	10845.5	0.0823667	6.56527	232.859	358.512	202019	68.9229	Moon
2021-Feb-03 13:57:57.593	219600	10847.6	0.0824204	6.56488	232.759	358.647	202049	71.0722	Moon
2021-Feb-03 14:07:57.593	220200	10849.8	0.0824771	6.5645	232.658	358.788	202080	73.2031	Moon
2021-Feb-03 14:17:57.593	220800	10852.1	0.0825363	6.56414	232.556	358.934	202112	75.3161	Moon
2021-Feb-03 14:27:57.593	221400	10854.4	0.0825976	6.56382	232.454	359.084	202146	77.4116	Moon
2021-Feb-03 14:37:57.593	222000	10856.8	0.0826606	6.56353	232.351	359.239	202180	79.4902	Moon
2021-Feb-03 14:47:57.593	222600	10859.3	0.0827249	6.56328	232.247	359.398	202215	81.5524	Moon
2021-Feb-03 14:57:57.593	223200	10861.8	0.0827902	6.56308	232.142	359.559	202250	83.5989	Moon
2021-Feb-03 15:07:57.593	223800	10864.3	0.0828563	6.56293	232.037	359.723	202286	85.6305	Moon
2021-Feb-03 15:17:57.593	224400	10866.8	0.082923	6.56283	231.931	359.888	202322	87.6476	Moon
2021-Feb-03 15:27:57.593	225000	10869.3	0.0829903	6.5628	231.825	0.0544131	202359	89.6512	Moon
2021-Feb-03 15:37:57.593	225600	10871.8	0.0830579	6.56284	231.718	0.221102	202396	91.6418	Moon
2021-Feb-03 15:47:57.593	226200	10874.3	0.083126	6.56295	231.611	0.387501	202432	93.6202	Moon
2021-Feb-03 15:57:57.593	226800	10876.7	0.0831946	6.56313	231.503	0.55298	202469	95.587	Moon
2021-Feb-03 16:07:57.593	227400	10879.1	0.0832637	6.56339	231.394	0.716925	202505	97.5431	Moon
2021-Feb-03 16:17:57.593	228000	10881.4	0.0833336	6.56373	231.286	0.878746	202541	99.4891	Moon
2021-Feb-03 16:27:57.593	228600	10883.6	0.0834045	6.56416	231.177	1.03788	202576	101.426	Moon
2021-Feb-03 16:37:57.593	229200	10885.8	0.0834766	6.56467	231.067	1.19379	202611	103.353	Moon
2021-Feb-03 16:47:57.593	229800	10887.8	0.0835501	6.56527	230.958	1.34599	202645	105.273	Moon
2021-Feb-03 16:57:57.593	230400	10889.8	0.0836255	6.56596	230.848	1.49401	202678	107.185	Moon
2021-Feb-03 17:07:57.593	231000	10891.6	0.0837029	6.56674	230.738	1.63742	202711	109.09	Moon
2021-Feb-03 17:17:57.593	231600	10893.3	0.083783	6.56761	230.628	1.77586	202742	110.989	Moon
2021-Feb-03 17:27:57.593	232200	10894.8	0.0838659	6.56856	230.518	1.909	202773	112.882	Moon
2021-Feb-03 17:37:57.593	232800	10896.2	0.0839521	6.56961	230.409	2.03653	202803	114.769	Moon
2021-Feb-03 17:47:57.593	233400	10897.5	0.084042	6.57075	230.299	2.15824	202831	116.651	Moon
2021-Feb-03 17:57:57.593	234000	10898.6	0.0841361	6.57197	230.189	2.27392	202859	118.528	Moon
2021-Feb-03 18:07:57.593	234600	10899.6	0.0842346	6.57328	230.08	2.38344	202886	120.401	Moon
2021-Feb-03 18:17:57.593	235200	10900.4	0.0843381	6.57467	229.971	2.4867	202912	122.27	Moon
2021-Feb-03 18:27:57.593	235800	10901.1	0.0844469	6.57614	229.862	2.58365	202937	124.135	Moon
2021-Feb-03 18:37:57.593	236400	10901.5	0.0845614	6.57768	229.754	2.6743	202961	125.996	Moon
2021-Feb-03 18:47:57.593	237000	10901.8	0.0846819	6.5793	229.646	2.75868	202984	127.854	Moon
2021-Feb-03 18:57:57.593	237600	10902	0.0848087	6.581	229.538	2.83688	203006	129.709	Moon
2021-Feb-03 19:07:57.593	238200	10902	0.084942	6.58275	229.431	2.90904	203028	131.56	Moon
2021-Feb-03 19:17:57.593	238800	10901.8	0.0850822	6.58457	229.324	2.9753	203048	133.408	Moon
2021-Feb-03 19:27:57.593	239400	10901.4	0.0852294	6.58645	229.218	3.03586	203069	135.253	Moon
2021-Feb-03 19:37:57.593	240000	10900.9	0.0853837	6.58838	229.113	3.09096	203088	137.095	Moon
2021-Feb-03 19:47:57.593	240600	10900.3	0.0855453	6.59036	229.008	3.14085	203107	138.934	Moon
2021-Feb-03 19:57:57.593	241200	10899.4	0.0857141	6.59239	228.904	3.18579	203126	140.769	Moon
2021-Feb-03 20:07:57.593	241800	10898.5	0.0858903	6.59445	228.8	3.22609	203144	142.602	Moon
2021-Feb-03 20:17:57.593	242400	10897.3	0.0860737	6.59654	228.697	3.26207	203162	144.431	Moon
2021-Feb-03 20:27:57.593	243000	10896.1	0.0862642	6.59866	228.595	3.29404	203179	146.257	Moon
2021-Feb-03 20:37:57.593	243600	10894.7	0.0864616	6.60081	228.493	3.32233	203197	148.08	Moon
2021-Feb-03 20:47:57.593	244200	10893.1	0.0866658	6.60297	228.392	3.34729	203214	149.9	Moon
2021-Feb-03 20:57:57.593	244800	10891.5	0.0868764	6.60514	228.292	3.36924	203232	151.716	Moon
2021-Feb-03 21:07:57.593	245400	10889.7	0.0870932	6.60732	228.193	3.38851	203250	153.528	Moon
2021-Feb-03 21:17:57.593	246000	10887.9	0.0873157	6.6095	228.094	3.40544	203267	155.338	Moon
2021-Feb-03 21:27:57.593	246600	10885.9	0.0875435	6.61167	227.996	3.42033	203285	157.144	Moon
2021-Feb-03 21:37:57.593	247200	10883.8	0.0877762	6.61383	227.899	3.43347	203303	158.946	Moon
2021-Feb-03 21:47:57.593	247800	10881.7	0.0880133	6.61597	227.802	3.44516	203321	160.745	Moon
2021-Feb-03 21:57:57.593	248400	10879.5	0.0882541	6.61809	227.706	3.45566	203340	162.541	Moon
2021-Feb-03 22:07:57.593	249000	10877.2	0.0884982	6.62019	227.611	3.4652	203358	164.333	Moon
2021-Feb-03 22:17:57.593	249600	10874.9	0.0887449	6.62225	227.516	3.47401	203377	166.123	Moon
2021-Feb-03 22:27:57.593	250200	10872.5	0.0889935	6.62428	227.422	3.48228	203397	167.909	Moon
2021-Feb-03 22:37:57.593	250800	10870.1	0.0892434	6.62627	227.329	3.49018	203416	169.693	Moon
2021-Feb-03 22:47:57.593	251400	10867.7	0.0894939	6.62821	227.236	3.49784	203436	171.474	Moon
2021-Feb-03 22:57:57.593	252000	10865.2	0.0897444	6.6301	227.144	3.50537	203456	173.253	Moon
2021-Feb-03 23:07:57.593	252600	10862.7	0.089994	6.63194	227.052	3.51287	203476	175.03	Moon
2021-Feb-03 23:17:57.593	253200	10860.3	0.0902421	6.63372	226.961	3.52039	203496	176.806	Moon
2021-Feb-03 23:27:57.593	253800	10857.8	0.0904881	6.63544	226.87	3.52795	203516	178.58	Moon
2021-Feb-03 23:37:57.593	254400	10855.4	0.0907311	6.6371	226.78	3.53555	203536	180.352	Moon
2021-Feb-03 23:47:57.593	255000	10853	0.0909705	6.63869	226.69	3.54316	203555	182.125	Moon
2021-Feb-03 23:57:57.593	255600	10850.7	0.0912056	6.64021	226.601	3.55073	203575	183.897	Moon
2021-Feb-04 00:07:57.593	256200	10848.4	0.0914359	6.64166	226.511	3.55817	203594	185.669	Moon
2021-Feb-04 00:17:57.593	256800	10846.2	0.0916605	6.64303	226.422	3.56538	203613	187.443	Moon
2021-Feb-04 00:27:57.593	257400	10844	0.091879	6.64433	226.334	3.57223	203631	189.217	Moon
2021-Feb-04 00:37:57.593	258000	10841.9	0.0920908	6.64556	226.245	3.57858	203648	190.994	Moon
2021-Feb-04 00:47:57.593	258600	10839.9	0.0922954	6.6467	226.157	3.58425	203665	192.773	Moon
2021-Feb-04 00:57:57.593	259200	10838	0.0924921	6.64777	226.069	3.58906	203681	194.555	Moon
2021-Feb-04 01:07:57.593	259800	10836.2	0.0926807	6.64876	225.981	3.5928	203695	196.341	Moon
2021-Feb-04 01:17:57.593	260400	10834.5	0.0928607	6.64967	225.892	3.59526	203708	198.131	Moon
2021-Feb-04 01:27:57.593	261000	10832.9	0.0930317	6.6505	225.804	3.5962	203720	199.926	Moon
2021-Feb-04 01:37:57.593	261600	10831.4	0.0931934	6.65126	225.716	3.5954	203731	201.727	Moon
2021-Feb-04 01:47:57.593	262200	10830	0.0933457	6.65193	225.628	3.5926	203740	203.533	Moon
2021-Feb-04 01:57:57.593	262800	10828.8	0.0934882	6.65253	225.54	3.58756	203747	205.347	Moon
2021-Feb-04 02:07:57.593	263400	10827.7	0.0936209	6.65306	225.451	3.58002	203753	207.168	Moon
2021-Feb-04 02:17:57.593	264000	10826.7	0.0937436	6.65351	225.363	3.56973	203756	208.998	Moon
2021-Feb-04 02:27:57.593	264600	10825.9	0.0938563	6.6539	225.274	3.55645	203757	210.836	Moon
2021-Feb-04 02:37:57.593	265200	10825.2	0.0939591	6.65421	225.184	3.53992	203756	212.684	Moon
2021-Feb-04 02:47:57.593	265800	10824.7	0.0940521	6.65446	225.095	3.5199	203753	214.542	Moon
2021-Feb-04 02:57:57.593	266400	10824.3	0.0941353	6.65465	225.005	3.49618	203747	216.411	Moon
2021-Feb-04 03:07:57.593	267000	10824.1	0.0942089	6.65477	224.915	3.46852	203739	218.291	Moon
2021-Feb-04 03:17:57.593	267600	10824	0.0942733	6.65484	224.825	3.43674	203729	220.183	Moon
2021-Feb-04 03:27:57.593	268200	10824.1	0.0943287	6.65486	224.734	3.40065	203715	222.089	Moon
2021-Feb-04 03:37:57.593	268800	10824.3	0.0943754	6.65483	224.642	3.36008	203699	224.007	Moon
2021-Feb-04 03:47:57.593	269400	10824.7	0.0944138	6.65475	224.55	3.3149	203680	225.939	Moon
2021-Feb-04 03:57:57.593	270000	10825.3	0.0944443	6.65464	224.458	3.26498	203658	227.886	Moon
2021-Feb-04 04:07:57.593	270600	10825.9	0.0944675	6.65448	224.365	3.21023	203634	229.847	Moon
2021-Feb-04 04:17:57.593	271200	10826.7	0.0944838	6.6543	224.272	3.1506	203607	231.823	Moon
2021-Feb-04 04:27:57.593	271800	10827.7	0.0944937	6.65408	224.178	3.08604	203576	233.815	Moon
2021-Feb-04 04:37:57.593	272400	10828.8	0.0944977	6.65385	224.084	3.01656	203544	235.824	Moon
2021-Feb-04 04:47:57.593	273000	10830	0.0944965	6.65359	223.989	2.94219	203508	237.848	Moon
2021-Feb-04 04:57:57.593	273600	10831.4	0.0944906	6.65332	223.893	2.863	203469	239.89	Moon
2021-Feb-04 05:07:57.593	274200	10832.9	0.0944805	6.65305	223.797	2.77908	203428	241.948	Moon
2021-Feb-04 05:17:57.593	274800	10834.5	0.0944669	6.65276	223.701	2.69058	203385	244.023	Moon
2021-Feb-04 05:27:57.593	275400	10836.2	0.0944503	6.65248	223.604	2.59766	203339	246.116	Moon
2021-Feb-04 05:37:57.593	276000	10838	0.0944312	6.65221	223.506	2.50053	203290	248.226	Moon
2021-Feb-04 05:47:57.593	276600	10839.9	0.0944103	6.65194	223.408	2.39944	203240	250.354	Moon
2021-Feb-04 05:57:57.593	277200	10841.9	0.0943879	6.65169	223.309	2.29467	203187	252.499	Moon
2021-Feb-04 06:07:57.593	277800	10843.9	0.0943647	6.65146	223.21	2.18652	203133	254.662	Moon
2021-Feb-04 06:17:57.593	278400	10846.1	0.0943409	6.65126	223.111	2.07532	203077	256.842	Moon
2021-Feb-04 06:27:57.593	279000	10848.2	0.094317	6.65108	223.011	1.96146	203019	259.039	Moon
2021-Feb-04 06:37:57.593	279600	10850.5	0.0942934	6.65093	222.91	1.84531	202961	261.254	Moon
2021-Feb-04 06:47:57.593	280200	10852.7	0.0942702	6.65082	222.809	1.72729	202901	263.486	Moon
2021-Feb-04 06:57:57.593	280800	10855	0.0942478	6.65075	222.708	1.60784	202841	265.734	Moon
2021-Feb-04 07:07:57.593	281400	10857.3	0.0942263	6.65072	222.606	1.4874	202780	267.999	Moon
2021-Feb-04 07:17:57.593	282000	10859.7	0.0942057	6.65073	222.504	1.36643	202718	270.28	Moon
2021-Feb-04 07:27:57.593	282600	10862	0.0941861	6.6508	222.402	1.24538	202657	272.578	Moon
2021-Feb-04 07:37:57.593	283200	10864.2	0.0941675	6.65092	222.3	1.12473	202597	274.89	Moon
2021-Feb-04 07:47:57.593	283800	10866.5	0.0941496	6.65109	222.197	1.00492	202536	277.218	Moon
2021-Feb-04 07:57:57.593	284400	10868.7	0.0941324	6.65132	222.094	0.886399	202477	279.56	Moon
2021-Feb-04 08:07:57.593	285000	10870.8	0.0941155	6.65161	221.991	0.76961	202419	281.917	Moon
